company_number,year,year_end_price_pence,price_source_url,shares_outstanding,shares_source_url,market_cap_gbp,marketcap_source_url,annual_dividend_pence,dividend_source_url,notes
04886115,2009,,,,,,,,,
04886115,2010,,,,,,,,,
04886115,2015,,,,,,,,,
04992207,2007,244.75,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ara_2007.pdf,1280710738,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ara_2007.pdf,3134539531.2550,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ara_2007.pdf,4.96,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ara_2007.pdf,"G4S plc entity/year audit: annual report for year ended 31 December 2007 inspected. shares_outstanding uses gross ordinary shares actually in issue at 31 December (1280710738); employee benefit trust/own-share accounting is not subtracted because the requested metric is issued ordinary shares, not the treasury-adjusted EPS denominator. Year-end/final-trading-day ordinary-share price verified as 244.75p; market cap computed as price_pence/100 × issued ordinary shares. FY2007 ordinary dividend verified as 4.96p. "
04992207,2008,205,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ara_2008.pdf,1408298639,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ara_2008.pdf,2887012209.95,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ara_2008.pdf,6.43,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ara_2008.pdf,"G4S plc entity/year audit: annual report for year ended 31 December 2008 inspected. shares_outstanding uses gross ordinary shares actually in issue at 31 December (1408298639); employee benefit trust/own-share accounting is not subtracted because the requested metric is issued ordinary shares, not the treasury-adjusted EPS denominator. Year-end/final-trading-day ordinary-share price verified as 205p; market cap computed as price_pence/100 × issued ordinary shares. FY2008 ordinary dividend verified as 6.43p. "
04992207,2009,260.6,https://www.stockomendation.com/companies/gfs-g4s/historical-data?page=15,1410518639,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ara_2009.pdf,3675811573.234,https://www.stockomendation.com/companies/gfs-g4s/historical-data?page=15,7.18,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ara_2009.pdf,"G4S plc entity/year audit: annual report for year ended 31 December 2009 inspected. shares_outstanding uses gross ordinary shares actually in issue at 31 December (1410518639); employee benefit trust/own-share accounting is not subtracted because the requested metric is issued ordinary shares, not the treasury-adjusted EPS denominator. No sufficiently strong exact final-trading-day price was verified in this pass, so price and market cap remain blank. FY2009 ordinary dividend verified as 7.18p. Exact 31 December 2009 closing price verified from historical daily-price data after confirming G4S entity/ticker/date; used only after issuer identity and fiscal year-end basis were already established. G4S FY2009 Market cap computed as 260.6p/100 × 1410518639 issued ordinary shares = £3675811573.234."
04992207,2010,254.6,https://www.stockomendation.com/companies/gfs-g4s/historical-data?page=14,1410618639,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ar-2010-and-csr-2010/ara_2010.pdf,3591435054.894,https://www.stockomendation.com/companies/gfs-g4s/historical-data?page=14,7.90,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ar-2010-and-csr-2010/ara_2010.pdf,"G4S plc entity/year audit: annual report for year ended 31 December 2010 inspected. shares_outstanding uses gross ordinary shares actually in issue at 31 December (1410618639); employee benefit trust/own-share accounting is not subtracted because the requested metric is issued ordinary shares, not the treasury-adjusted EPS denominator. No sufficiently strong exact final-trading-day price was verified in this pass, so price and market cap remain blank. FY2010 ordinary dividend verified as 7.90p. Exact 31 December 2010 closing price verified from historical daily-price data after confirming G4S entity/ticker/date; used only after issuer identity and fiscal year-end basis were already established. G4S FY2010 Market cap computed as 254.6p/100 × 1410618639 issued ordinary shares = £3591435054.894."
04992207,2011,271.8,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ara_2011.pdf,1410668639,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ara_2011.pdf,3834197360.802,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ara_2011.pdf,8.53,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ara_2011.pdf,"G4S plc entity/year audit: annual report for year ended 31 December 2011 inspected. shares_outstanding uses gross ordinary shares actually in issue at 31 December (1410668639); employee benefit trust/own-share accounting is not subtracted because the requested metric is issued ordinary shares, not the treasury-adjusted EPS denominator. Year-end/final-trading-day ordinary-share price verified as 271.8p; market cap computed as price_pence/100 × issued ordinary shares. FY2011 ordinary dividend verified as 8.53p. "
04992207,2012,256.5,https://www.annualreports.com/HostedData/AnnualReportArchive/g/LSE_GFS_2012.pdf,1410668639,https://www.annualreports.com/HostedData/AnnualReportArchive/g/LSE_GFS_2012.pdf,3618365059.035,https://www.annualreports.com/HostedData/AnnualReportArchive/g/LSE_GFS_2012.pdf,8.96,https://www.annualreports.com/HostedData/AnnualReportArchive/g/LSE_GFS_2012.pdf,"G4S plc entity/year audit: annual report for year ended 31 December 2012 inspected. shares_outstanding uses gross ordinary shares actually in issue at 31 December (1410668639); employee benefit trust/own-share accounting is not subtracted because the requested metric is issued ordinary shares, not the treasury-adjusted EPS denominator. Year-end/final-trading-day ordinary-share price verified as 256.5p; market cap computed as price_pence/100 × issued ordinary shares. FY2012 ordinary dividend verified as 8.96p. "
04992207,2013,262.5,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ar-2013-extracts/ara_2013.pdf,1551594436,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ar-2013-extracts/ara_2013.pdf,4072935394.500,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ar-2013-extracts/ara_2013.pdf,8.96,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ar-2013-extracts/ara_2013.pdf,"G4S plc entity/year audit: annual report for year ended 31 December 2013 inspected. shares_outstanding uses gross ordinary shares actually in issue at 31 December (1551594436); employee benefit trust/own-share accounting is not subtracted because the requested metric is issued ordinary shares, not the treasury-adjusted EPS denominator. Year-end/final-trading-day ordinary-share price verified as 262.5p; market cap computed as price_pence/100 × issued ordinary shares. FY2013 ordinary dividend verified as 8.96p. The 2013 capital basis reflects the 2013 placing that increased issued shares. "
04992207,2014,277.9,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ar-2014/ara_2014.pdf,1551594436,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ar-2014/ara_2014.pdf,4311880937.644,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ar-2014/ara_2014.pdf,9.24,https://www.g4s.com/-/media/g4s/global/indexed-files/files/annual-reports/ar-2014/ara_2014.pdf,"G4S plc entity/year audit: annual report for year ended 31 December 2014 inspected. shares_outstanding uses gross ordinary shares actually in issue at 31 December (1551594436); employee benefit trust/own-share accounting is not subtracted because the requested metric is issued ordinary shares, not the treasury-adjusted EPS denominator. Year-end/final-trading-day ordinary-share price verified as 277.9p; market cap computed as price_pence/100 × issued ordinary shares. FY2014 ordinary dividend verified as 9.24p. "
05186841,2001,,,,,,,,,
05186841,2005,,,,,,,,,
05186841,2006,,,,,,,,,
05186841,2007,,,,,,,,,
05186841,2008,,,,,,,,,
05186841,2009,,,,,,,,,
05186841,2010,,,,,,,,,
05186841,2011,,,,,,,,,
05757208,2001,,,,,,,,,
05757208,2002,,,,,,,,,
05757208,2003,,,,,,,,,
05757208,2004,,,,,,,,,
05757208,2005,,,,,,,,,
05863533,2006,,,,,,,,,
05863533,2007,,,,,,,,,
05863533,2008,,,,,,,,,
05863533,2009,,,,,,,14.7,https://www.annualreports.co.uk/HostedData/AnnualReportArchive/h/LSE_HOME_2009.pdf,Home Retail Group plc 2009 annual report: FY2009 total ordinary dividend 14.7p. February fiscal balance-sheet date is not substituted for 31 December shares.
06023510,2008,,,,,,,,,
06023510,2009,,,,,,,,,
06023510,2010,,,,,,,,,
06023510,2011,,,,,,,,,
06023510,2012,,,,,,,,,
06072876,2007,,,,,,,,,
06072876,2008,,,,,,,,,
06072876,2009,,,,,,,,,
06072876,2010,,,,,,,,,
06072876,2012,,,,,,,,,
06072876,2013,,,,,,,,,
06091951,2007,,,,,,,,,
06091951,2008,,,,,,,,,
06091951,2009,,,,,,,,,
06497379,2008,,,,,,,,,
06497379,2009,,,,,,,,,
06534088,2007,,,,,,,,,
06722436,2008,,,,,,,,,
06722436,2009,,,,,,,,,
06722436,2010,,,,,,,,,
06722436,2011,,,,,,,,,
06722436,2012,,,,,,,,,
06722436,2013,,,,,,,,,
07108619,2010,,,,,,,,,
07108619,2011,,,,,,,,,
08577185,2006,,,,,,,,,
08700412,2015,450,https://www.annualreports.com/HostedData/AnnualReportArchive/M/LSE_MERL_2015.pdf,,,,,6.5,https://www.merlinentertainments.biz/media/1193/annual-report-and-accounts-2015-printer-version.pdf,"Merlin Entertainments plc: audited Nykredit holdings schedule dated 31-12-2015 reports 455.5p. Issuer 2015 annual report gives FY2015 ordinary dividend 6.5p (2.1p interim + 4.4p final). Fiscal-year share count at 26 December is not substituted for 31 December shares_outstanding, so shares and market cap remain blank. FISCAL-YEAR-END AUDIT CORRECTION: prior 31-December 455.5p quote removed. Issuer 2015 annual report states a £4.50 share price as at 26 December 2015; stored as 450p for the fiscal-year-end price."
08762327,2015,307.3,https://www.hkexnews.hk/listedco/listconews/sehk/2016/0314/ltn20160314061.pdf,2000000000,https://www.lse.co.uk/rns/WPG/final-results-njujk436qeh2gtx.html?page=10,6146000000.000,https://www.hkexnews.hk/listedco/listconews/sehk/2016/0314/ltn20160314061.pdf,0,https://www.lse.co.uk/rns/WPG/final-results-njujk436qeh2gtx.html?page=10,"Worldpay Group plc entity/capital audit: Companies House confirms 2015 PLC and October 2015 consolidation/subdivision. Issuer results explicitly state 2,000,000,000 shares in issue at end-2015. No FY2015 dividend was recommended; stored 0p is a verified genuine zero, not placeholder. db x-trackers audited Statement of Investments as at 31 December 2015 holds 56,040 Worldpay Group PLC shares with GBP market value £172,211; £172,211/56,040 = £3.073001... per share, rounded to 307.3p; non-literal derivation documented because market value is rounded to whole pounds. Worldpay Group 2015 Market cap computed as 307.3p/100 × 2000000000 issued ordinary shares = £6146000000.000."
08815102,2003,,,,,,,,,
08815102,2004,,,,,,,,,
08815102,2005,,,,,,,,,
08815102,2006,,,,,,,,,
08815102,2007,,,,,,,,,
09132358,2005,,,,,,,,,
09132358,2006,,,,,,,,,
09132358,2007,,,,,,,,,
09132358,2008,,,,,,,,,
09132358,2009,,,,,,,,,
09132358,2010,,,,,,,,,
09132358,2011,,,,,,,,,
09132358,2012,,,,,,,,,
09406669,2001,,,,,,,,,
09406669,2002,,,,,,,,,
09406669,2003,,,,,,,,,
09496208,2007,,,,,,,,,
09496208,2008,,,,,,,,,
09496208,2009,,,,,,,,,
09496208,2010,,,,,,,,,
09496208,2011,,,,,,,,,
09496208,2012,,,,,,,,,
09496208,2013,,,,,,,,,
10517727,2004,,,,,,,,,
10517727,2005,,,,,,,,,
10517727,2006,,,,,,,,,
10517727,2007,,,,,,,,,
11299879,2001,,,,,,,,,
11299879,2010,,,,,,,,,
11299879,2011,,,,,,,,,
11299879,2012,,,,,,,,,
11299879,2013,,,,,,,,,
11299879,2014,,,,,,,,,
11299879,2015,,,,,,,,,
11606773,2006,,,,,,,,,
11606773,2007,,,,,,,,,
11606773,2008,,,,,,,,,
11606773,2009,,,,,,,,,
11606773,2010,,,,,,,,,
11606773,2011,,,,,,,,,
11606773,2012,,,,,,,,,
11606773,2013,,,,,,,,,
11606773,2014,,,,,,,,,
11606773,2015,,,,,,,,,
12620781,2001,,,,,,,,,
12620781,2002,,,,,,,,,
12620781,2003,,,,,,,,,
12620781,2004,,,,,,,,,
12664251,2002,,,,,,,,,
12664251,2003,,,,,,,,,
14236527,2002,,,,,,,,,
14236527,2003,,,,,,,,,
14236527,2004,,,,,,,,,
14236527,2005,,,,,,,,,
14236527,2006,,,,,,,,,
14236527,2007,,,,,,,,,
14236527,2008,,,,,,,,,
14236527,2009,,,,,,,,,
14240638,2013,,,,,,,,,
14240638,2014,,,,,,,,,
14240638,2015,,,,,,,,,
14696069,2002,,,,,,,,,
14696069,2003,,,,,,,,,
14696069,2004,,,,,,,,,
15998687,2014,,,,,,,,,
15998687,2015,,,,,,,,,
16051356,2009,,,,,,,,,
16051356,2010,,,,,,,,,
16051356,2011,,,,,,,,,
16051356,2012,,,,,,,,,
16051356,2013,,,,,,,,,
16133984,2012,,,,,,,,,
16133984,2013,,,,,,,,,
16133984,2014,,,,,,,,,
16133984,2015,,,,,,,,,
16351760,2001,,,,,,,,,
16351760,2002,,,,,,,,,
16351760,2003,,,,,,,,,
16351760,2004,,,,,,,,,
16351760,2005,,,,,,,,,
16351760,2006,,,,,,,,,
RC000404,2005,,,,,,,,,
SC001731,2008,,,,,,,,,
SC001731,2009,,,,,,,,,
SC001731,2010,,,,,,,,,
SC117120,2001,,,,,,,,,
SC117120,2002,,,,,,,,,
SC117120,2003,,,,,,,,,
SC117120,2004,,,,,,,,,
SC117120,2005,,,,,,,,,
SC117120,2006,,,,,,,,,
SC177553,2009,,,273473338,https://www.annualreports.com/HostedData/AnnualReportArchive/a/LSE_AGK_2009.pdf,,,12.60,https://www.annualreports.com/HostedData/AnnualReportArchive/a/LSE_AGK_2009.pdf,"Aggreko plc entity/capital audit: annual report for year ended 31 December 2009 inspected. Exact ordinary shares in issue at 31 December: 273473338; FY2009 ordinary dividend: 12.60p. Exact final-trading-day ordinary-share price was not independently established strongly enough, so price and market cap remain blank."
SC177553,2010,,,274318271,https://www.annualreports.co.uk/HostedData/AnnualReportArchive/a/LSE_AGK_2010.pdf,,,18.90,https://www.annualreports.co.uk/HostedData/AnnualReportArchive/a/LSE_AGK_2010.pdf,"Aggreko plc entity/capital audit: annual report for year ended 31 December 2010 inspected. Exact ordinary shares in issue at 31 December: 274318271; FY2010 ordinary dividend: 18.90p. Exact final-trading-day ordinary-share price was not independently established strongly enough, so price and market cap remain blank."
SC177553,2011,2017,https://www.nykreditinvest.dk/siteassets/pdfer/fonds-rapporter/arsrapporter/nykredit-invest/aarsrapport_2012_investeringsforeningen_nykredit_invest_inkl_beholdningslister.pdf,266719246,https://www.annualreports.com/HostedData/AnnualReportArchive/a/LSE_AGK_2011.pdf,5379727191.82,https://www.nykreditinvest.dk/siteassets/pdfer/fonds-rapporter/arsrapporter/nykredit-invest/aarsrapport_2012_investeringsforeningen_nykredit_invest_inkl_beholdningslister.pdf,20.79,https://www.annualreports.com/HostedData/AnnualReportArchive/a/LSE_AGK_2011.pdf,"Aggreko plc entity/capital audit: annual report for year ended 31 December 2011 inspected. Exact ordinary shares in issue at 31 December: 266719246; FY2011 ordinary dividend: 20.79p. 2011 return-of-capital/share-capital reorganisation audited; the annual report post-consolidation 31 December ordinary-share count is used. Exact final-trading-day ordinary-share price was not independently established strongly enough, so price and market cap remain blank. Audited Nykredit holdings schedule explicitly dated 31-12-2011 reports Aggreko PLC at 2017p. Existing shares value is the exact 31 December issued ordinary-share count from issuer report. Aggreko Market cap computed as 2017p/100 × 266719246 issued ordinary shares = £5379727191.82."
SC177553,2012,1740,https://www.nykreditinvest.dk/siteassets/pdfer/fonds-rapporter/arsrapporter/nykredit-invest/aarsrapport_2012_investeringsforeningen_nykredit_invest_inkl_beholdningslister.pdf,268366083,https://www.annualreports.com/HostedData/AnnualReportArchive/a/LSE_AGK_2012.pdf,4669569844.2,https://www.nykreditinvest.dk/siteassets/pdfer/fonds-rapporter/arsrapporter/nykredit-invest/aarsrapport_2012_investeringsforeningen_nykredit_invest_inkl_beholdningslister.pdf,23.91,https://www.annualreports.com/HostedData/AnnualReportArchive/a/LSE_AGK_2012.pdf,"Aggreko plc entity/capital audit: annual report for year ended 31 December 2012 inspected. Exact ordinary shares in issue at 31 December: 268366083; FY2012 ordinary dividend: 23.91p. Exact final-trading-day ordinary-share price was not independently established strongly enough, so price and market cap remain blank. Audited Nykredit holdings schedule explicitly dated 31-12-2012 reports Aggreko PLC at 1740p. Existing shares value is the exact 31 December issued ordinary-share count from issuer report. Aggreko Market cap computed as 1740p/100 × 268366083 issued ordinary shares = £4669569844.2."
SC177553,2013,1709,https://seg-social.pt/documents/10152/438902/Rel_Ativ_Contas_FEFSS_2013/39f5aed0-9f86-41bf-8b0f-0a400c0ac313/39f5aed0-9f86-41bf-8b0f-0a400c0ac313,269029545,https://www.annualreports.com/HostedData/AnnualReportArchive/a/LSE_AGK_2013.pdf,4597714924.05,https://seg-social.pt/documents/10152/438902/Rel_Ativ_Contas_FEFSS_2013/39f5aed0-9f86-41bf-8b0f-0a400c0ac313/39f5aed0-9f86-41bf-8b0f-0a400c0ac313,26.30,https://www.annualreports.com/HostedData/AnnualReportArchive/a/LSE_AGK_2013.pdf,"Aggreko plc entity/capital audit: annual report for year ended 31 December 2013 inspected. Exact ordinary shares in issue at 31 December: 269029545; FY2013 ordinary dividend: 26.30p. Exact final-trading-day ordinary-share price was not independently established strongly enough, so price and market cap remain blank. Exact 31-12-2013 closing quote independently verified at GBP17.09 (1709p) in an audited public fund holdings schedule identifying Aggreko PLC. Aggreko FY2013 Market cap computed as 1709p/100 × 269029545 issued ordinary shares = £4597714924.05."
SC177553,2014,1504,https://www.nykreditinvest.dk/siteassets/pdfer/fonds-rapporter/arsrapporter/nykredit-invest/aarsrapport_2014_investeringsforeningen_nykredit_invest.pdf,256118395,https://www.annualreports.com/HostedData/AnnualReportArchive/a/LSE_AGK_2014.pdf,3852020660.80,https://www.nykreditinvest.dk/siteassets/pdfer/fonds-rapporter/arsrapporter/nykredit-invest/aarsrapport_2014_investeringsforeningen_nykredit_invest.pdf,27.12,https://www.annualreports.com/HostedData/AnnualReportArchive/a/LSE_AGK_2014.pdf,"Aggreko plc entity/capital audit: annual report for year ended 31 December 2014 inspected. Exact ordinary shares in issue at 31 December: 256118395; FY2014 ordinary dividend: 27.12p. 2014 included a return of capital and 79-for-83 ordinary-share consolidation; the post-reorganisation ordinary-share count is used. B shares/deferred shares are excluded and the 75p B-share capital return is not an ordinary FY dividend. Exact final-trading-day ordinary-share price was not independently established strongly enough, so price and market cap remain blank. Audited Nykredit holdings schedule explicitly dated 31-12-2014 reports Aggreko PLC at 1504p. Existing shares value is the exact 31 December issued ordinary-share count from issuer report. 2014 capital basis is post return-of-capital and 79-for-83 ordinary-share consolidation; B shares/deferred shares are not mixed into the quoted ordinary-share basis. Aggreko Market cap computed as 1504p/100 × 256118395 issued ordinary shares = £3852020660.80."
SC218813,2001,,,,,,,,,
SC218813,2002,,,,,,,,,
SC218813,2003,,,,,,,,,
SC218813,2004,,,,,,,,,
SC218813,2005,,,,,,,,,
SC218813,2006,,,,,,,,,
SC218813,2007,,,,,,,,,
SC218813,2008,,,,,,,,,
SC270184,2007,,,,,,,,,
SC270184,2008,,,,,,,,,
,2001,,,,,,,,,
,2002,,,,,,,,,
,2003,,,,,,,,,
,2004,,,,,,,,,
,2005,,,,,,,,,
,2006,,,,,,,,,
,2007,,,,,,,,,
,2008,,,,,,,,,
,2009,,,,,,,,,
,2010,,,,,,,,,
,2011,,,,,,,,,
,2012,,,,,,,,,
,2013,,,,,,,,,
,2014,,,,,,,,,
,2015,,,,,,,,,
