queue,priority,ticker,company,spine_id,issues,next_step,entry_not_certified,exit_not_certified,manual_required,source_upgrade_pending,decision_status,decision_note,accepted_source_url,certified_boundary,corroborating_source_url,blocked_financial_rows,financial_unlock_rank
CURRENT_ONLY_HISTORICAL_CERTIFICATION,P1,HCA,"HCA Healthcare, Inc.",SP500_SPELL_0537,,COMPLETE,False,False,False,False,PROMOTED_PUBLICATION_SAFE,Existing DAY-certified S&P entry retained; SEC filing history confirms HCA Holdings and HCA Healthcare are the same registrant CIK.,https://www.sec.gov/Archives/edgar/data/860730/000119312526044769/0001193125-26-044769-index-headers.html,,,11,7
CURRENT_ONLY_HISTORICAL_CERTIFICATION,P1,RE,"Everest Group, Ltd.",SP500_SPELL_0942,,COMPLETE,False,False,False,False,PROMOTED_PUBLICATION_SAFE,Existing DAY-certified S&P entry retained; SEC confirms Everest Re Group changed its name and ticker to Everest Group / EG in 2023.,https://www.sec.gov/Archives/edgar/data/1095073/000109507325000015/eg-20241231.htm,,,9,8
CURRENT_ONLY_HISTORICAL_CERTIFICATION,P1,Q,IQVIA Holdings Inc.,SP500_SPELL_0600,,COMPLETE,False,False,False,False,PROMOTED_PUBLICATION_SAFE,Existing DAY-certified S&P entry retained; SEC filing history confirms Quintiles IMS Holdings and IQVIA Holdings are the same registrant CIK.,https://www.sec.gov/Archives/edgar/data/1478242/000162828026008322/0001628280-26-008322-index-headers.html,,,9,9
CURRENT_ONLY_HISTORICAL_CERTIFICATION,P1,FLT,"Corpay, Inc.",SP500_SPELL_0455,,COMPLETE,False,False,False,False,PROMOTED_PUBLICATION_SAFE,Existing DAY-certified S&P entry retained; SEC confirms FLEETCOR survived its merger sub transaction and changed its name/ticker to Corpay / CPAY.,https://www.sec.gov/Archives/edgar/data/1175454/000162828024010593/exhibit31certificateofowne.htm,,https://www.sec.gov/Archives/edgar/data/1175454/000162828025008746/flt-20241231.htm,8,11
CURRENT_ONLY_HISTORICAL_CERTIFICATION,P0,DWDP,DowDuPont Inc.,SP500_SPELL_0365,SUCCESSOR_OR_INDEX_CONTINUITY_REQUIRES_MANUAL_REVIEW,HOLD_MANUAL_SUCCESSOR_OR_INDEX_CONTINUITY,True,False,True,False,HOLD_MANUAL_CURRENT_ONLY_HISTORY,"Current membership is certified, but historical membership cannot be extended without resolving successor/legal-entity or index-continuity mechanics.",,,,9,10
CURRENT_ONLY_HISTORICAL_CERTIFICATION,P0,LIN,Linde plc,SP500_SPELL_0671,SUCCESSOR_OR_INDEX_CONTINUITY_REQUIRES_MANUAL_REVIEW,HOLD_MANUAL_SUCCESSOR_OR_INDEX_CONTINUITY,True,False,True,False,HOLD_MANUAL_CURRENT_ONLY_HISTORY,"Current membership is certified, but historical membership cannot be extended without resolving successor/legal-entity or index-continuity mechanics.",,,,8,12
CURRENT_ONLY_HISTORICAL_CERTIFICATION,P0,AMCR,Bemis / Amcor merger transition,SP500_SPELL_0058,SUCCESSOR_OR_INDEX_CONTINUITY_REQUIRES_MANUAL_REVIEW,HOLD_MANUAL_SUCCESSOR_OR_INDEX_CONTINUITY,True,False,True,False,HOLD_MANUAL_CURRENT_ONLY_HISTORY,"Current membership is certified, but historical membership cannot be extended without resolving successor/legal-entity or index-continuity mechanics.",,,,7,13
CURRENT_ONLY_HISTORICAL_CERTIFICATION,P0,VTRS,Viatris,SP500_SPELL_1173,SUCCESSOR_OR_INDEX_CONTINUITY_REQUIRES_MANUAL_REVIEW,HOLD_MANUAL_SUCCESSOR_OR_INDEX_CONTINUITY,True,False,True,False,HOLD_MANUAL_CURRENT_ONLY_HISTORY,"Current membership is certified, but historical membership cannot be extended without resolving successor/legal-entity or index-continuity mechanics.",,,,6,14
CURRENT_ONLY_HISTORICAL_CERTIFICATION,P0,TT,Trane Technologies,SP500_SPELL_1106,SUCCESSOR_OR_INDEX_CONTINUITY_REQUIRES_MANUAL_REVIEW,HOLD_MANUAL_SUCCESSOR_OR_INDEX_CONTINUITY,True,False,True,False,HOLD_MANUAL_CURRENT_ONLY_HISTORY,"Current membership is certified, but historical membership cannot be extended without resolving successor/legal-entity or index-continuity mechanics.",,,,6,15
CURRENT_ONLY_HISTORICAL_CERTIFICATION,P0,BG,Bunge Global,SP500_SPELL_0141,SUCCESSOR_OR_INDEX_CONTINUITY_REQUIRES_MANUAL_REVIEW,HOLD_MANUAL_SUCCESSOR_OR_INDEX_CONTINUITY,True,False,True,False,HOLD_MANUAL_CURRENT_ONLY_HISTORY,"Current membership is certified, but historical membership cannot be extended without resolving successor/legal-entity or index-continuity mechanics.",,,,3,16
CURRENT_ONLY_HISTORICAL_CERTIFICATION,P0,SW,Smurfit WestRock,SP500_SPELL_1042,SUCCESSOR_OR_INDEX_CONTINUITY_REQUIRES_MANUAL_REVIEW,HOLD_MANUAL_SUCCESSOR_OR_INDEX_CONTINUITY,True,False,True,False,HOLD_MANUAL_CURRENT_ONLY_HISTORY,"Current membership is certified, but historical membership cannot be extended without resolving successor/legal-entity or index-continuity mechanics.",,,,2,17
CURRENT_ONLY_HISTORICAL_CERTIFICATION,P0,PSKY,Paramount Skydance Corp,SP500_SPELL_0910,SUCCESSOR_OR_INDEX_CONTINUITY_REQUIRES_MANUAL_REVIEW,HOLD_MANUAL_SUCCESSOR_OR_INDEX_CONTINUITY,True,False,True,False,HOLD_MANUAL_CURRENT_ONLY_HISTORY,"Current membership is certified, but historical membership cannot be extended without resolving successor/legal-entity or index-continuity mechanics.",,,,1,18
CURRENT_ONLY_HISTORICAL_CERTIFICATION,P0,FISV,Fiserv,SP500_SPELL_0444,SUCCESSOR_OR_INDEX_CONTINUITY_REQUIRES_MANUAL_REVIEW,HOLD_MANUAL_SUCCESSOR_OR_INDEX_CONTINUITY,True,False,True,False,HOLD_MANUAL_CURRENT_ONLY_HISTORY,"Current membership is certified, but historical membership cannot be extended without resolving successor/legal-entity or index-continuity mechanics.",,,,1,19
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P1,RMD,ResMed Inc.,SP500_SPELL_0953,,COMPLETE,False,False,False,,PROMOTED_PUBLICATION_SAFE,Direct S&P DJI addition effective 2017-07-26; current membership source already present in the certified master.,https://press.spglobal.com/2017-07-19-MGM-Resorts-ResMed-Packaging-Corporation-of-America-A-O-Smith-and-Duke-Realty-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400,,,8,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,CPWR,Compuware Corporation,SP500_SPELL_1259,TIER_C_OR_RECOVERED_MEMBERSHIP_NOT_SAFE_TO_AUTO_MERGE,HOLD_UNTIL_PRIMARY_BOUNDARIES_CERTIFIED,True,,True,,HOLD_TIER_C_OR_RECOVERED_NOT_PRIMARY_CERTIFIED,Known Tier-C/recovered case. Not promoted: missing is preferable to an unsupported membership mapping.,,,,2,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,EP,El Paso Corporation,SP500_SPELL_1260,TIER_C_OR_RECOVERED_MEMBERSHIP_NOT_SAFE_TO_AUTO_MERGE,HOLD_UNTIL_PRIMARY_BOUNDARIES_CERTIFIED,True,,True,,HOLD_TIER_C_OR_RECOVERED_NOT_PRIMARY_CERTIFIED,Known Tier-C/recovered case. Not promoted: missing is preferable to an unsupported membership mapping.,,,,2,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,HCBK,"Hudson City Bancorp, Inc.",SP500_SPELL_1235,NO_CANONICAL_MEMBERSHIP_MATCH_AND_EVIDENCE_NOT_STRONG_ENOUGH_FOR_AUTOMATIC_REPAIR,HOLD_MANUAL_OR_NEW_PRIMARY_EVIDENCE,True,,True,,HOLD_NO_MATCH_NOT_SUFFICIENTLY_CERTIFIED,Reviewed in Step 4. Not promoted because exact historical membership/mapping is not sufficiently supported without inference.,,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,NBL,"Noble Energy, Inc.",SP500_SPELL_1236,NO_CANONICAL_MEMBERSHIP_MATCH_AND_EVIDENCE_NOT_STRONG_ENOUGH_FOR_AUTOMATIC_REPAIR,HOLD_MANUAL_OR_NEW_PRIMARY_EVIDENCE,True,,True,,HOLD_NO_MATCH_NOT_SUFFICIENTLY_CERTIFIED,Reviewed in Step 4. Not promoted because exact historical membership/mapping is not sufficiently supported without inference.,,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,VAR,"Varian Medical Systems, Inc.",SP500_SPELL_1237,NO_CANONICAL_MEMBERSHIP_MATCH_AND_EVIDENCE_NOT_STRONG_ENOUGH_FOR_AUTOMATIC_REPAIR,HOLD_MANUAL_OR_NEW_PRIMARY_EVIDENCE,True,,True,,HOLD_NO_MATCH_NOT_SUFFICIENTLY_CERTIFIED,Reviewed in Step 4. Not promoted because exact historical membership/mapping is not sufficiently supported without inference.,,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,BTUUQ,Peabody Energy Corporation,SP500_SPELL_1238,NO_CANONICAL_MEMBERSHIP_MATCH_AND_EVIDENCE_NOT_STRONG_ENOUGH_FOR_AUTOMATIC_REPAIR,HOLD_MANUAL_OR_NEW_PRIMARY_EVIDENCE,True,,True,,HOLD_NO_MATCH_NOT_SUFFICIENTLY_CERTIFIED,Reviewed in Step 4. Not promoted because exact historical membership/mapping is not sufficiently supported without inference.,,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P1,CELG,Celgene Corporation,SP500_SPELL_1239,,COMPLETE,False,False,False,,PROMOTED_PUBLICATION_SAFE,Master carries Standard & Poor's addition evidence and direct S&P DJI deletion effective 2019-11-21.,https://press.spglobal.com/2019-11-19-Thermo-Fisher-Scientific-Set-to-Join-S-P-100-ServiceNow-to-Join-S-P-500,,,2,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,NYX,"NYSE Euronext, Inc.",SP500_SPELL_1240,NO_CANONICAL_MEMBERSHIP_MATCH_AND_EVIDENCE_NOT_STRONG_ENOUGH_FOR_AUTOMATIC_REPAIR,HOLD_MANUAL_OR_NEW_PRIMARY_EVIDENCE,True,,True,,HOLD_NO_MATCH_NOT_SUFFICIENTLY_CERTIFIED,Reviewed in Step 4. Not promoted because exact historical membership/mapping is not sufficiently supported without inference.,,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P1,PCP,Precision Castparts Corp.,SP500_SPELL_1241,,COMPLETE,False,False,False,,PROMOTED_PUBLICATION_SAFE,Contemporaneous Standard & Poor's-attributed report: added after 2007-05-31 close (first member day 2007-06-01); direct S&P exit evidence already carried in master.,https://www.rttnews.com/313479/apple-to-replace-medimmune-in-s-p-100-quick-facts.aspx,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,GPC,Genuine Parts Company,SP500_SPELL_1242,NO_CANONICAL_MEMBERSHIP_MATCH_AND_EVIDENCE_NOT_STRONG_ENOUGH_FOR_AUTOMATIC_REPAIR,HOLD_MANUAL_OR_NEW_PRIMARY_EVIDENCE,True,,True,,HOLD_NO_MATCH_NOT_SUFFICIENTLY_CERTIFIED,Reviewed in Step 4. Not promoted because exact historical membership/mapping is not sufficiently supported without inference.,,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,ADSK,"Autodesk, Inc.",SP500_SPELL_1243,TIER_C_OR_RECOVERED_MEMBERSHIP_NOT_SAFE_TO_AUTO_MERGE,HOLD_UNTIL_PRIMARY_BOUNDARIES_CERTIFIED,True,,True,,HOLD_TIER_C_OR_RECOVERED_NOT_PRIMARY_CERTIFIED,Known Tier-C/recovered case. Not promoted: missing is preferable to an unsupported membership mapping.,,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,CCE,Coca-Cola Enterprises Inc.,SP500_SPELL_1261,TIER_C_OR_RECOVERED_MEMBERSHIP_NOT_SAFE_TO_AUTO_MERGE,HOLD_UNTIL_PRIMARY_BOUNDARIES_CERTIFIED,True,,True,,HOLD_TIER_C_OR_RECOVERED_NOT_PRIMARY_CERTIFIED,Known Tier-C/recovered case. Not promoted: missing is preferable to an unsupported membership mapping.,,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,CEPH,"Cephalon, Inc.",SP500_SPELL_1262,TIER_C_OR_RECOVERED_MEMBERSHIP_NOT_SAFE_TO_AUTO_MERGE,HOLD_UNTIL_PRIMARY_BOUNDARIES_CERTIFIED,True,,True,,HOLD_TIER_C_OR_RECOVERED_NOT_PRIMARY_CERTIFIED,Known Tier-C/recovered case. Not promoted: missing is preferable to an unsupported membership mapping.,,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,COG,Cabot Oil & Gas Corporation,SP500_SPELL_1244,NO_CANONICAL_MEMBERSHIP_MATCH_AND_EVIDENCE_NOT_STRONG_ENOUGH_FOR_AUTOMATIC_REPAIR,HOLD_MANUAL_OR_NEW_PRIMARY_EVIDENCE,True,,True,,HOLD_NO_MATCH_NOT_SUFFICIENTLY_CERTIFIED,Reviewed in Step 4. Not promoted because exact historical membership/mapping is not sufficiently supported without inference.,,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P1,LO,"Lorillard, Inc.",SP500_SPELL_1245,,COMPLETE,False,False,False,,PROMOTED_PUBLICATION_SAFE,Standard & Poor's announcement: Lorillard added after 2008-06-10 close; direct S&P exit source already carried in master.,https://br.advfn.com/noticias/PRNUS/2008/artigo/26671274,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,MFE,"McAfee, Inc.",SP500_SPELL_1246,TIER_C_OR_RECOVERED_MEMBERSHIP_NOT_SAFE_TO_AUTO_MERGE,HOLD_UNTIL_PRIMARY_BOUNDARIES_CERTIFIED,True,,True,,HOLD_TIER_C_OR_RECOVERED_NOT_PRIMARY_CERTIFIED,Known Tier-C/recovered case. Not promoted: missing is preferable to an unsupported membership mapping.,,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P1,PBCT,"People's United Financial, Inc.",SP500_SPELL_1247,,COMPLETE,False,False,False,,PROMOTED_PUBLICATION_SAFE,Reuters quotes Standard & Poor's: added after 2008-11-12 close; direct S&P DJI deletion effective 2022-04-04.,https://www.reuters.com/article/markets/stocks/peoples-united-to-replace-unisys-on-sp-500-index-idUSTRE4A9510/,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,PXD,Pioneer Natural Resources Company,SP500_SPELL_1248,NO_CANONICAL_MEMBERSHIP_MATCH_AND_EVIDENCE_NOT_STRONG_ENOUGH_FOR_AUTOMATIC_REPAIR,HOLD_MANUAL_OR_NEW_PRIMARY_EVIDENCE,True,,True,,HOLD_NO_MATCH_NOT_SUFFICIENTLY_CERTIFIED,Reviewed in Step 4. Not promoted because exact historical membership/mapping is not sufficiently supported without inference.,,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,SRCL,"Stericycle, Inc.",SP500_SPELL_1249,NO_CANONICAL_MEMBERSHIP_MATCH_AND_EVIDENCE_NOT_STRONG_ENOUGH_FOR_AUTOMATIC_REPAIR,HOLD_MANUAL_OR_NEW_PRIMARY_EVIDENCE,True,,True,,HOLD_NO_MATCH_NOT_SUFFICIENTLY_CERTIFIED,Reviewed in Step 4. Not promoted because exact historical membership/mapping is not sufficiently supported without inference.,,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P1,SWN,Southwestern Energy Company,SP500_SPELL_1250,,COMPLETE,False,False,False,,PROMOTED_PUBLICATION_SAFE,SEC 2008 Form 10-K explicitly states the stock was added to the S&P 500 in June 2008; sufficient membership-at-date evidence for the 2008-12-31 financial observation.,https://www.sec.gov/Archives/edgar/data/7332/000000733209000004/swn123108form10k.htm,,,1,
FINANCIAL_NO_MEMBERSHIP_MATCH_REPAIR,P0,WIN,Windstream Corporation,SP500_SPELL_1251,NO_CANONICAL_MEMBERSHIP_MATCH_AND_EVIDENCE_NOT_STRONG_ENOUGH_FOR_AUTOMATIC_REPAIR,HOLD_MANUAL_OR_NEW_PRIMARY_EVIDENCE,True,,True,,HOLD_NO_MATCH_NOT_SUFFICIENTLY_CERTIFIED,Reviewed in Step 4. Not promoted because exact historical membership/mapping is not sufficiently supported without inference.,,,,1,
FINANCIAL_HOLD_REVIEW,P0,AW,Allied Waste Industries Inc.,SP500_SPELL_0113,HOLD_PRIMARY_RESEARCH_REQUIRED,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_005526: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P0,NCC,National City Corp.,SP500_SPELL_0786,HOLD_FULL_VALUE_SWEEP_PRIMARY_RESEARCH,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_005044: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P0,TGNA,TEGNA Inc,SP500_SPELL_1071,HOLD_FULL_VALUE_SWEEP_PRIMARY_RESEARCH,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_004916: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P0,SNV,Synovus Financial Corp.,SP500_SPELL_1016,HOLD_FULL_VALUE_SWEEP_PRIMARY_RESEARCH,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_004807: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P0,TSG,Sabre Holdings Corp,SP500_SPELL_1101,HOLD_PRIMARY_RESEARCH_REQUIRED,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_005783: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P0,BMS,Bemis Company Inc,SP500_SPELL_0162,HOLD_FULL_VALUE_SWEEP_PRIMARY_RESEARCH,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_004779: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P0,CIN,Cinergy Corp.,SP500_SPELL_0242,HOLD_PRIMARY_RESEARCH_REQUIRED,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_005667: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P1,HET,"Harrah's Entertainment, Inc.",SP500_SPELL_0544,,COMPLETE,,,False,,PROMOTED_FINANCIAL_PUBLICATION,"SP500_GREEN_005542: Audited SEC 10-K selected financial data gives 2002 revenues $3,607.0m, net income $235.0m, total assets $6,350.0m.",https://www.sec.gov/Archives/edgar/data/858339/000119312507044315/d10k.htm,,,1,
FINANCIAL_HOLD_REVIEW,P0,JNS,Janus Capital Group,SP500_SPELL_0622,HOLD_FULL_VALUE_SWEEP_PRIMARY_RESEARCH,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_005870: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P0,TSG,Sabre Holdings Corp,SP500_SPELL_1101,HOLD_PRIMARY_RESEARCH_REQUIRED,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_005784: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P0,CTX,Centex Corp.,SP500_SPELL_0305,HOLD_FULL_VALUE_SWEEP_PRIMARY_RESEARCH,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_004814: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P0,TSG,Sabre Holdings Corp,SP500_SPELL_1101,HOLD_PRIMARY_RESEARCH_REQUIRED,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_005785: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P1,TSG,Sabre Holdings Corp,SP500_SPELL_1101,,COMPLETE,,,False,,PROMOTED_FINANCIAL_PUBLICATION,"SP500_GREEN_005786: Audited SEC 10-K gives 2004 consolidated revenue $2,130.971m, net income $190.419m, total assets about $3,018.0m.",https://www.sec.gov/Archives/edgar/data/1020265/000110465907013510/a07-4902_110k.htm,,,1,
FINANCIAL_HOLD_REVIEW,P0,ABI,Applied Biosystems Inc.,SP500_SPELL_0010,HOLD_FULL_VALUE_SWEEP_PRIMARY_RESEARCH,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_005093: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P1,AYE,Allegheny Energy Inc.,SP500_SPELL_0118,,COMPLETE,,,False,,PROMOTED_FINANCIAL_PUBLICATION,"SP500_GREEN_004719: Audited SEC 10-K selected financial data gives 2005 operating revenues $3,037.9m, net income attributable $63.1m, total assets $8,558.8m.",https://www.sec.gov/Archives/edgar/data/3673/000119312510044488/d10k.htm,,,1,
FINANCIAL_HOLD_REVIEW,P0,MHS,Medco Health Solution Inc,SP500_SPELL_0728,HOLD_FULL_VALUE_SWEEP_PRIMARY_RESEARCH,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_005986: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P1,AYE,Allegheny Energy Inc.,SP500_SPELL_0118,,COMPLETE,,,False,,PROMOTED_FINANCIAL_PUBLICATION,"SP500_GREEN_004720: Audited SEC 10-K selected financial data gives 2006 operating revenues $3,121.5m, net income attributable $319.3m, total assets $8,552.4m.",https://www.sec.gov/Archives/edgar/data/3673/000119312510044488/d10k.htm,,,1,
FINANCIAL_HOLD_REVIEW,P0,BMS,Bemis Company Inc,SP500_SPELL_0162,HOLD_FULL_VALUE_SWEEP_PRIMARY_RESEARCH,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_004783: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P0,PMCS,"PMC-Sierra, Inc.",SP500_SPELL_0893,HOLD_FULL_VALUE_SWEEP_PRIMARY_RESEARCH,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_005401: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P0,SPG,Simon Property Group,SP500_SPELL_1022,HOLD_FULL_VALUE_SWEEP_PRIMARY_RESEARCH,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_005864: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P0,JEF,Jefferies Financial Group Inc,SP500_SPELL_0616,HOLD_FULL_VALUE_SWEEP_PRIMARY_RESEARCH,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_002261: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_HOLD_REVIEW,P0,FTI,TechnipFMC plc,SP500_SPELL_0475,HOLD_PREDECESSOR_COMPARABILITY_REVIEW,HOLD_PRIMARY_RESEARCH_OR_MANUAL_COMPARABILITY,,,True,,HOLD_FINANCIAL_NOT_SAFE_TO_AUTO_PROMOTE,SP500_GREEN_001723: Step 5 review did not establish a complete publication-grade value set without inference. Missing/exclusion retained.,,,,1,
FINANCIAL_VALUE_VALIDITY_REMEDIATION,P0,CTL,"CenturyLink, Inc.",SP500_SPELL_0301,PRE2009_UNITS_OR_LINE_ITEM_ANOMALY,ACCEPTED_MISSING_UNTIL_PRIMARY_REVERIFICATION,,,False,,BLANKED_CONSERVATIVELY,SP500_GREEN_004819: net_income_usd blanked conservatively (NET_INCOME_GT_100B;CROSSYEAR_GT50X:263.6).,,,,0,
FINANCIAL_VALUE_VALIDITY_REMEDIATION,P0,FITB,Fifth Third Bancorp,SP500_SPELL_0445,PRE2009_UNITS_OR_LINE_ITEM_ANOMALY,ACCEPTED_MISSING_UNTIL_PRIMARY_REVERIFICATION,,,False,,BLANKED_CONSERVATIVELY,SP500_GREEN_004896: net_income_usd blanked conservatively (NET_INCOME_GT_100B;CROSSYEAR_GT50X:470.0).,,,,0,
FINANCIAL_VALUE_VALIDITY_REMEDIATION,P0,GDW,Golden West Financial,SP500_SPELL_0488,PRE2009_UNITS_OR_LINE_ITEM_ANOMALY,ACCEPTED_MISSING_UNTIL_PRIMARY_REVERIFICATION,,,False,,BLANKED_CONSERVATIVELY,SP500_GREEN_004931: net_income_usd blanked conservatively (NET_INCOME_GT_100B).,,,,0,
FINANCIAL_VALUE_VALIDITY_REMEDIATION,P0,HBAN,Huntington Bancshares,SP500_SPELL_0533,PRE2009_UNITS_OR_LINE_ITEM_ANOMALY,ACCEPTED_MISSING_UNTIL_PRIMARY_REVERIFICATION,,,False,,BLANKED_CONSERVATIVELY,SP500_GREEN_004955: net_income_usd blanked conservatively (NET_INCOME_GT_100B;CROSSYEAR_GT50X:328.0).,,,,0,
FINANCIAL_VALUE_VALIDITY_REMEDIATION,P0,MBI,MBIA Inc.,SP500_SPELL_0706,PRE2009_UNITS_OR_LINE_ITEM_ANOMALY,ACCEPTED_MISSING_UNTIL_PRIMARY_REVERIFICATION,,,False,,BLANKED_CONSERVATIVELY,SP500_GREEN_005482: net_income_usd blanked conservatively (NET_INCOME_GT_100B;CROSSYEAR_GT50X:197.8).,,,,0,
