symbol,cik,company_name,founded_year,founded_month,founded_date,founded_source_url,legal_entity_founded_year,confidence,audit_status
FICO,814547,Fair Isaac,1956.0,,,https://www.sec.gov/Archives/edgar/data/814547/000081454725000008/fico-20241231.htm,,verified,VERIFIED
FII,1056288,,1955.0,,,https://en.wikipedia.org/wiki/Federated_Hermes,,verified,VERIFIED
FIS,1136893,Fidelity National Information Services,1968.0,,,https://digital.fidelity.com/prgw/digital/research/quote/dashboard/summary?symbol=fis,,verified,VERIFIED
FISV,798354,Fiserv,1984.0,7,1984-07-31,https://www.sec.gov/Archives/edgar/data/0001063167/000093176303002024/ddefr14a.htm,,verified,VERIFIED
FITB,35527,Fifth Third Bancorp,1858.0,June,1858-06-17,https://www.53.com/content/dam/fifth-third/museum/fifth-third-timeline.pdf,,verified,VERIFIED
FIX,1035983,Comfort Systems USA,1996.0,,,https://investors.comfortsystemsusa.com/static-files/f38923b3-d2ca-4725-9a22-25b666732bca,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
FJ,,Fort James Corporation,1997.0,,,https://www.referenceforbusiness.com/history2/15/Fort-James-Corporation.html,,verified,VERIFIED
FL,850209,"Foot Locker, Inc.",1879.0,,,https://en.wikipedia.org/wiki/Foot_Locker,1974.0,business_kept_holdco_separated,VERIFIED_CORRECTED
FLIR,354908,,1978.0,,,https://en.wikipedia.org/wiki/Teledyne_FLIR,,verified,VERIFIED
FLMIQ,,"Fleming Companies, Inc.",1915.0,,,https://en.wikipedia.org/wiki/Fleming_Companies,,verified,VERIFIED
FLR,1124198,FLUOR CORP,1912.0,,,https://en.wikipedia.org/wiki/Fluor_Corporation,,verified,VERIFIED
FLS,30625,FLOWSERVE CORP,1790.0,,,https://en.wikipedia.org/wiki/Flowserve,1997.0,business_kept_holdco_separated,VERIFIED_CORRECTED
FLT,,,1986.0,,,https://en.wikipedia.org/wiki/Corpay,,verified,VERIFIED
FLTWQ,771298,"Fruit of the Loom, Inc.",1851.0,,,https://en.wikipedia.org/wiki/Fruit_of_the_Loom,,verified,VERIFIED
FMC,37785,FMC CORP,1883.0,,,https://en.wikipedia.org/wiki/FMC_Corporation,,verified,VERIFIED
FMCC,1026214,FEDERAL HOME LOAN MORTGAGE CORP,1970.0,,,https://en.wikipedia.org/wiki/Freddie_Mac,,verified,VERIFIED
FMY,1319183,FIRST TRUST MORTGAGE INCOME FUND,2005.0,February,2005-02-22,https://www.sec.gov/Archives/edgar/data/1319183/000144554625004643/fmy_ncsrs.htm,,verified,VERIFIED
FNMA,310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,1938.0,,,https://en.wikipedia.org/wiki/Fannie_Mae,,verified,VERIFIED
FOSL,883569,"Fossil Group, Inc.",1984.0,,,https://en.wikipedia.org/wiki/Fossil_Group,,verified,VERIFIED
FOX,1754301,Fox Corporation (Class B),2018.0,May,2018-05-03,https://www.sec.gov/Archives/edgar/data/1754301/000162828023002786/foxa-20221231x10qex31.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
FOXA,1754301,Fox Corporation (Class A),2018.0,May,2018-05-03,https://www.sec.gov/Archives/edgar/data/1754301/000162828023002786/foxa-20221231x10qex31.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
FPC,,,1899.0,,,https://en.wikipedia.org/wiki/Progress_Energy_Inc,2000.0,business_kept_holdco_separated,VERIFIED_CORRECTED
FRC,,,1985.0,February,,https://en.wikipedia.org/wiki/First_Republic_Bank,,verified,VERIFIED
FRO,913290,Frontline plc,1985.0,,,https://en.wikipedia.org/wiki/Frontline_plc,,verified,VERIFIED
FRT,34903,Federal Realty Investment Trust,1962.0,,,https://www.sec.gov/Archives/edgar/data/34903/000003490319000013/frt-1231201810k.htm,,verified,VERIFIED
FRX,38074,,1956.0,,,https://en.wikipedia.org/wiki/Forest_Laboratories,,verified,VERIFIED
FSH,880430,,1902.0,,,https://en.wikipedia.org/wiki/Fisher_Scientific,,verified,VERIFIED
FSL,1272547,,2004.0,,,https://en.wikipedia.org/wiki/Freescale_Semiconductor,,verified,VERIFIED
FSLR,1274494,First Solar,1999.0,,,https://www.sec.gov/Archives/edgar/data/1274494/000095015308000367/p75017e10vk.htm,,verified,VERIFIED
FTI,1681459,TechnipFMC plc,1883.0,,,https://en.wikipedia.org/wiki/FMC_Corporation,2017.0,business_kept_holdco_separated,VERIFIED_CORRECTED
FTL.A,,"Fruit of the Loom, Inc.",1851.0,,,https://en.wikipedia.org/wiki/Fruit_of_the_Loom,,verified,VERIFIED
FTNT,1262039,Fortinet,2000.0,,,https://www.fortinet.com/content/dam/fortinet/assets/brochures/fortinet-ov-brochure-Q4-2020.pdf,,verified,VERIFIED
FTR,20520,,1935.0,,,https://en.wikipedia.org/wiki/Frontier_Communications,,verified,VERIFIED
FTV,1659166,Fortive,2015.0,,,https://investors.fortive.com/sec-filings/all-sec-filings/content/0001659166-21-000062/ftv-20201231.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
FWLT,38321,Foster Wheeler Corporation,1927.0,,,https://en.wikipedia.org/wiki/Foster_Wheeler,,verified,VERIFIED
G,1398659,Genpact LTD,1997.0,,,https://en.wikipedia.org/wiki/Genpact,,verified,VERIFIED
GAPTQ,43300,Great Atlantic & Pacific Tea Company,1859.0,,,https://en.wikipedia.org/wiki/A%26P,,verified,VERIFIED
GAS,1004155,AGL Resources Inc.,1856.0,,,https://en.wikipedia.org/wiki/Atlanta_Gas_Light_Company,1995.0,business_kept_holdco_separated,VERIFIED_CORRECTED
GD,40533,General Dynamics,1899.0,,,,1952.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
GDDY,1609711,GoDaddy,1997.0,,,https://aboutus.godaddy.net/newsroom/history-and-milestones/default.aspx,,verified,VERIFIED
GDT,929987,Guidant Corporation,1994.0,,,https://en.wikipedia.org/wiki/Guidant,,verified,VERIFIED
GDW,42293,Golden West Financial Corporation,1963.0,,,https://en.wikipedia.org/wiki/Golden_West_Financial,,verified,VERIFIED
GE,40545,GE Aerospace,1892.0,,,,2024.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
GEHC,1932393,GE HealthCare,1994.0,,,,2022.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
GEN,849399,Gen Digital,1982.0,,,,2022.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
GENZ,732485,,1981.0,,,https://en.wikipedia.org/wiki/Genzyme,,verified,VERIFIED
GEV,1996810,GE Vernova,2023.0,,,https://www.sec.gov/Archives/edgar/data/1996810/000199681024000008/gev-20240331.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
GFS.A,1709048,GlobalFoundries Inc.,2009.0,March,,https://en.wikipedia.org/wiki/GlobalFoundries,,verified,VERIFIED
GGP,1496048,,1954.0,,,https://en.wikipedia.org/wiki/GGP_(company),,verified,VERIFIED
GHC,104889,Graham Holdings Co,1877.0,,,https://en.wikipedia.org/wiki/Graham_Holdings,1947.0,business_kept_holdco_separated,VERIFIED_CORRECTED
GIDL,,"Giddings & Lewis, Inc.",1859.0,,,https://www.fundinguniverse.com/company-histories/giddings-lewis-inc-history/,,verified,VERIFIED
GILD,882095,Gilead Sciences,1987.0,,,https://www.gilead.com/en-hk/company/message-from-the-general-manager,,verified,VERIFIED
GIS,40704,General Mills,1856.0,,,,1866.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
GL,320335,Globe Life,1900.0,,,,1979.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
GLD,1222333,SPDR GOLD TRUST,2004.0,November,,https://en.wikipedia.org/wiki/SPDR_Gold_Shares,,verified,VERIFIED
GLK,43362,Great Lakes Chemical Corporation,1936.0,,,https://en.wikipedia.org/wiki/Great_Lakes_Chemical_Corporation,,verified,VERIFIED
GLW,24741,Corning Inc.,1851.0,,,https://www.sec.gov/Archives/edgar/data/24741/000002474119000016/glw-20181231x10k.htm,,verified,VERIFIED
GM,1467858,General Motors,1908.0,,,https://www.gm.com/heritage,,verified,VERIFIED
GMCR,909954,,1979.0,November,,https://en.wikipedia.org/wiki/Keurig_Dr_Pepper,,verified,VERIFIED
GME,1326380,GameStop Corp.,1984.0,,,https://en.wikipedia.org/wiki/GameStop,,verified,VERIFIED
GNRC,1474735,Generac,1959.0,,,https://www.sec.gov/Archives/edgar/data/1474735/000143774926004568/gnrc20251231_10k.htm,,verified,VERIFIED
GNT,1438893,"GAMCO Natural Resources, Gold & Income Trust",2008.0,June,2008-06-26,https://www.sec.gov/Archives/edgar/data/1438893/000182912625007149/gnt_ncsrs.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
GNW,1276520,GENWORTH FINANCIAL INC,1871.0,,,https://en.wikipedia.org/wiki/Genworth_Financial,,verified,VERIFIED
GOOG,1652044,Alphabet Inc. (Class C),1998.0,,,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm,,verified,VERIFIED
GOOGL,1652044,Alphabet Inc. (Class A),1998.0,,,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm,,verified,VERIFIED
GP,1584547,GREENPOWER MOTOR Co INC.,2010.0,,,https://en.wikipedia.org/wiki/GreenPower_Motor_Company,,verified,VERIFIED
GPC,40987,Genuine Parts Company,1925.0,,,,1928.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
GPN,1123360,Global Payments,2000.0,,,https://www.sec.gov/Archives/edgar/data/1123360/000112336019000008/gpn20181231-10k.htm,,verified,VERIFIED
GPS,39911,Gap Inc.,1969.0,,,https://en.wikipedia.org/wiki/Gap_Inc.,,verified,VERIFIED
GPU,40779,GPU Inc. (General Public Utilities),1946.0,January,,https://www.sec.gov/files/1945.pdf,,verified,VERIFIED
GR,42542,Goodrich Corporation (B.F. Goodrich),1870.0,,,https://en.wikipedia.org/wiki/Goodrich_Corporation,,verified,VERIFIED
GRA,1045309,W. R. Grace and Company,1854.0,,,https://en.wikipedia.org/wiki/W._R._Grace_and_Company,,verified,VERIFIED
GRMN,1121788,Garmin,1989.0,,,https://www8.garmin.com/aboutGarmin/invRelations/documents/Corporate_Responsibility_Report_2019.pdf,,verified,VERIFIED
GRN,312070,BARCLAYS BANK PLC,1690.0,November,,https://en.wikipedia.org/wiki/Barclays,,verified,VERIFIED
GS,886982,Goldman Sachs,1869.0,,,https://www.goldmansachs.com/pdfs/migrated/our-firm/history/a-brief-history-of-gs.pdf,,verified,VERIFIED
GSX,,General Signal Corporation,1904.0,,,https://en.wikipedia.org/wiki/General_Signal,1965.0,business_kept_holdco_separated,VERIFIED_CORRECTED
GT,42582,GOODYEAR TIRE & RUBBER CO /OH/,1898.0,,,https://en.wikipedia.org/wiki/Goodyear_Tire_and_Rubber_Company,,verified,VERIFIED
GTE,1273441,GRAN TIERRA ENERGY INC.,2005.0,June,,https://en.wikipedia.org/wiki/Gran_Tierra_Energy,,verified,VERIFIED
GTW,895812,,1985.0,September,,"https://en.wikipedia.org/wiki/Gateway,_Inc.",,verified,VERIFIED
GWF,,Golden West Financial Corporation,1963.0,,,https://en.wikipedia.org/wiki/Golden_West_Financial,,verified,VERIFIED
GWW,277135,W. W. Grainger,1927.0,,,https://invest.grainger.com/investor-news/news-details/2024/Construction-begins-on-massive-Grainger-distribution-center/default.aspx,,verified,VERIFIED
GX,1061322,,1997.0,March,,https://en.wikipedia.org/wiki/Global_Crossing,,verified,VERIFIED
H,1468174,Hyatt Hotels Corp,1957.0,September,,https://en.wikipedia.org/wiki/Hyatt,,verified,VERIFIED
HAL,45012,Halliburton,1919.0,,,https://www.sec.gov/Archives/edgar/data/45012/000004501222000065/hal-20221025.htm,,verified,VERIFIED
HAR,800459,,1980.0,,,https://en.wikipedia.org/wiki/Harman_International,,verified,VERIFIED
HAS,46080,Hasbro,1923.0,,,https://assets-us-01.kc-usercontent.com/500e0a65-283d-00ef-33b2-7f1f20488fe2/b51bdea8-2ee8-41a1-bd09-da5838e671fb/2024-Corp-Fact-Sheet.pdf,,verified,VERIFIED
HBAN,49196,Huntington Bancshares,1866.0,,,https://d1io3yog0oux5.cloudfront.net/_d35f8aff9f4d47e2453ebb7cb78c7915/huntington/db/2737/27431/proxy_statement/HBAN003_Huntington-Bancshares_2024-Proxy-Statement_Bookmarked_Standard.pdf,,verified,VERIFIED
HBI,1359841,,1901.0,,,https://en.wikipedia.org/wiki/Hanesbrands,,verified,VERIFIED
HBOC,,,,,,,,unresolved_blank,AUDITED_UNRESOLVED
HCA,860730,HCA Healthcare,1968.0,,,https://investor.hcahealthcare.com/news/news-details/2011/HCA-Named-to-Hospitals--Health-Networks-Most-Wired-List/default.aspx,,verified,VERIFIED
HCBK,921847,,1868.0,March,,https://en.wikipedia.org/wiki/Hudson_City_Bancorp,,verified,VERIFIED
HCP,765880,,1985.0,,,https://en.wikipedia.org/wiki/Healthpeak_Properties,,verified,VERIFIED
HCR,878736,,1959.0,,,https://en.wikipedia.org/wiki/ProMedica_Senior_Care,,verified,VERIFIED
HD,354950,Home Depot (The),1978.0,,,https://corporate.homedepot.com/page/about-us,,verified,VERIFIED
HDLM,,Handleman Company,1934.0,,,https://www.sec.gov/Archives/edgar/data/314727/000119312512313871/d384876d10k.htm,,verified,VERIFIED
HES,4447,Hess Corporation,1933.0,,,https://en.wikipedia.org/wiki/Hess_Corporation,,verified,VERIFIED
HET,858339,Harrah's Entertainment,1937.0,October,,https://en.wikipedia.org/wiki/Harrah%27s_Entertainment,,verified,VERIFIED
HFC,48039,,1947.0,,,https://en.wikipedia.org/wiki/HollyFrontier,2011.0,business_kept_holdco_separated,VERIFIED_CORRECTED
HFS,,HFS Incorporated,1990.0,,,https://www.encyclopedia.com/books/politics-and-business-magazines/hospitality-franchise-systems-inc,,verified,VERIFIED
HI,354964,Household International,1878.0,,,https://en.wikipedia.org/wiki/Household_Finance_Corporation,1981.0,business_kept_holdco_separated,VERIFIED_CORRECTED
HIG,874766,Hartford (The),1810.0,,,,1985.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
HII,1501585,Huntington Ingalls Industries,2011.0,,,https://www.hii.com/history,,verified,VERIFIED
HLT,1585689,Hilton Worldwide,1919.0,May,1919-05-31,https://stories.hilton.com/emea/releases/hilton-the-worlds-first-global-hospitality-company-celebrates-100-years-with-a-dynamic-launch-into-its-next-century,,verified,VERIFIED
HM,743872,Homestake Mining Company,1877.0,,,https://en.wikipedia.org/wiki/Homestake_Mining_Company,,verified,VERIFIED
HMA,792985,,1977.0,,,https://www.encyclopedia.com/books/politics-and-business-magazines/health-management-associates-inc,,verified,VERIFIED
HNZ,46640,H. J. Heinz Company,1869.0,January,,https://en.wikipedia.org/wiki/H._J._Heinz_Company,,verified,VERIFIED
HOG,793952,"HARLEY-DAVIDSON, INC.",1903.0,,,https://en.wikipedia.org/wiki/Harley-Davidson,,verified,VERIFIED
HOLX,859737,,1985.0,,,https://en.wikipedia.org/wiki/Hologic,,verified,VERIFIED
HON,773840,Honeywell,1906.0,,,,1985.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
HOOD,1783879,Robinhood Markets,2013.0,November,2013-11-22,https://www.sec.gov/Archives/edgar/data/1783879/000178387924000054/hood-20231231.htm,,verified,VERIFIED
HOT,316206,,1969.0,,,https://en.wikipedia.org/wiki/Starwood_Hotels_and_Resorts,,verified,VERIFIED
HP,46765,"Helmerich & Payne, Inc.",1920.0,,,https://en.wikipedia.org/wiki/Helmerich_%26_Payne,,verified,VERIFIED
HPC,46989,Hercules Inc.,1912.0,,,https://en.wikipedia.org/wiki/Hercules_Inc.,,verified,VERIFIED
HPE,1645590,Hewlett Packard Enterprise,2015.0,February,2015-02-25,https://www.sec.gov/Archives/edgar/data/1645590/000164559024000020/hpe-20240209.htm,,verified,VERIFIED
HPH,,Harnischfeger Industries,1884.0,,,https://en.wikipedia.org/wiki/Harnischfeger,,verified,VERIFIED
HPQ,47217,HP Inc.,1939.0,,,https://en.wikipedia.org/wiki/Hewlett-Packard,,verified,VERIFIED
HRB,12659,H&R BLOCK INC,1955.0,,,https://en.wikipedia.org/wiki/H%26R_Block,,verified,VERIFIED
HRL,48465,Hormel Foods,1891.0,,,https://www.hormelfoods.com/wp-content/uploads/HRL-2016-Inside-Magazine-Summer-150.pdf,,verified,VERIFIED
HRS,202058,Harris Corporation,1895.0,,,https://en.wikipedia.org/wiki/Harris_Corporation,,verified,VERIFIED
HSH,23666,Hillshire Brands (Sara Lee),1939.0,,,https://en.wikipedia.org/wiki/Sara_Lee_Corporation,,verified,VERIFIED
HSIC,1000228,Henry Schein,1932.0,,,https://news.henryschein.com/press-releases/press-release-details/2020/Henry-Schein-to-Ring-the-Nasdaq-Stock-Market-Opening-Bell-12-14-2020/default.aspx,,verified,VERIFIED
HSP,1274057,,2004.0,May,,https://en.wikipedia.org/wiki/Hospira,,verified,VERIFIED
HST,1070750,Host Hotels & Resorts,1993.0,,,,1998.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
HSY,47111,Hershey Company (The),1894.0,,,,1927.0,business_kept_holdco_separated,VERIFIED_CORRECTED
HUBB,48898,Hubbell Incorporated,1888.0,,,https://hubbellcdn.com/literature/HPS_GlobalBrochure_Aug2011.pdf,,verified,VERIFIED
HUM,49071,Humana,1961.0,,,https://www.sec.gov/Archives/edgar/data/1720420/000114036118009823/s001969x6_f1.htm,,verified,VERIFIED
HWM,4281,Howmet Aerospace,1888.0,,,https://www.sec.gov/Archives/edgar/data/4281/000000428126000012/hwm-20251231.htm,,verified,VERIFIED
I,,First Interstate Bancorp,1958.0,July,,https://en.wikipedia.org/wiki/First_Interstate_Bancorp,,verified,VERIFIED
IAC,1800227,People Inc,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
IBKR,1381197,Interactive Brokers,1977.0,,,https://www.sec.gov/Archives/edgar/data/1381197/000138119723000014/ibkr-20221231x10k.htm,,verified,VERIFIED
IBM,51143,IBM,1911.0,,,https://www.ibm.com/case-studies/ibm-supply-chain,,verified,VERIFIED
ICE,1571949,Intercontinental Exchange,2000.0,,,https://www.sec.gov/files/rules/other/2016/ice-trade-vault/ice-trade-vault-form-sdr-ex-c.1.pdf,,verified,VERIFIED
IDXX,874716,Idexx Laboratories,1983.0,,,https://www.idexx.com/files/2017-idexx-annual-report.pdf,,verified,VERIFIED
IEX,832101,IDEX Corporation,1988.0,,,https://idexcorp.com/about-idex/who-we-are,,verified,VERIFIED
IFF,51253,International Flavors & Fragrances,1889.0,,,https://en.wikipedia.org/wiki/International_Flavors_%26_Fragrances,,verified,VERIFIED
IGT,353944,,1975.0,,,https://en.wikipedia.org/wiki/International_Game_Technology_(1975%E2%80%932015),,verified,VERIFIED
IKN,3370,IKON Office Solutions,1952.0,,,https://www.fundinguniverse.com/company-histories/ikon-office-solutions-inc-history/,,verified,VERIFIED
ILMN,1110803,"ILLUMINA, INC.",1998.0,April,,"https://en.wikipedia.org/wiki/Illumina,_Inc.",,verified,VERIFIED
IMNX,719529,,1981.0,,,https://www.fundinguniverse.com/company-histories/immunex-corporation-history/,,verified,VERIFIED
INCLF,49996,Inco Limited,1902.0,,,https://en.wikipedia.org/wiki/Inco,,verified,VERIFIED
INCY,879169,Incyte,1991.0,,,https://www.sec.gov/Archives/edgar/data/879169/000110465906013846/a05-20227_210k.htm,,verified,VERIFIED
INFO,1598014,,1959.0,,,https://en.wikipedia.org/wiki/IHS_Markit,,verified,VERIFIED
INGR,1046257,Ingredion Inc,1906.0,,,https://en.wikipedia.org/wiki/Ingredion,,verified,VERIFIED
INTC,50863,Intel,1968.0,,,https://www.intel.com/content/dam/www/central-libraries/us/en/documents/semiconductors-and-intel-introduction.pdf,,verified,VERIFIED
INTU,896878,Intuit,1983.0,,,https://www.sec.gov/Archives/edgar/data/896878/000095013407020001/f33044e10vk.htm,,verified,VERIFIED
INVH,1687229,Invitation Homes,2012.0,,,https://www.sec.gov/Archives/edgar/data/1687229/000168722917000005/a123116ihallfs10k.htm,,verified,VERIFIED
IP,51434,International Paper,1898.0,,,https://www.internationalpaus.com/about.html,,verified,VERIFIED
IPG,51644,Interpublic Group,1902.0,,,https://en.wikipedia.org/wiki/The_Interpublic_Group_of_Companies,1930.0,business_kept_holdco_separated,VERIFIED_CORRECTED
IPGP,1111928,IPG PHOTONICS CORP,1990.0,,,https://en.wikipedia.org/wiki/IPG_Photonics,,verified,VERIFIED
IQV,1478242,IQVIA,1982.0,,,,2009.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
IR,1699150,Ingersoll Rand,1859.0,,,,2013.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
IRM,1020569,Iron Mountain,1951.0,,,https://www.sec.gov/Archives/edgar/data/1020569/000102056926000024/irm_2025annualreport.pdf,,verified,VERIFIED
ISRG,1035267,Intuitive Surgical,1995.0,,,https://isrg.intuitive.com/static-files/e9ed7c14-f042-4923-b7cc-a1458e11e67b,,verified,VERIFIED
IT,749251,Gartner,1979.0,,,https://www.sec.gov/Archives/edgar/vprr/1001/10011956.pdf,,verified,VERIFIED
ITT,216228,ITT INC.,1920.0,,,https://en.wikipedia.org/wiki/ITT_Inc.,,verified,VERIFIED
ITW,49826,Illinois Tool Works,1912.0,,,https://www.sec.gov/Archives/edgar/data/49826/000119312526127630/2026_ars_filing.pdf,,verified,VERIFIED
IVZ,914208,Invesco,1935.0,,,https://www.invesco.com/corporate/en/home.html,,verified,VERIFIED
J,52988,Jacobs Solutions,1947.0,,,https://www.jacobs.com/locations/americas/united-states,,verified,VERIFIED
JAVA,709519,"Sun Microsystems, Inc.",1982.0,February,,https://en.wikipedia.org/wiki/Sun_Microsystems,,verified,VERIFIED
JBHT,728535,J.B. Hunt,1961.0,,,https://www.jbhunt.com/our-company/newsroom/2026/08/jb-hunt-65-years-moving-freight-forward,,verified,VERIFIED
JBL,898293,Jabil,1966.0,,,https://www.jabil.com/about-us/jabil-history.html,,verified,VERIFIED
JCI,833444,Johnson Controls,1885.0,,,https://www.johnsoncontrols.com/about-us/history,,verified,VERIFIED
JCP,1166126,J. C. Penney Company,1902.0,April,,https://en.wikipedia.org/wiki/JCPenney,,verified,VERIFIED
JEC,52988,,1947.0,,,https://en.wikipedia.org/wiki/Jacobs_Solutions,,verified,VERIFIED
JEF,96223,Jefferies Financial Group Inc.,1962.0,,,https://en.wikipedia.org/wiki/Jefferies_Group,,verified,VERIFIED
JH,,John H. Harland Company,1923.0,,,https://en.wikipedia.org/wiki/John_H._Harland_Company,,verified,VERIFIED
JHF,736260,,1862.0,,,https://en.wikipedia.org/wiki/John_Hancock_Financial,,verified,VERIFIED
JKHY,779152,Jack Henry & Associates,1976.0,June,1976-06-02,https://www.jackhenry.com/fintalk/45-years-in-business-a-look-back-at-where-it-all-started-and-where-we-are-today,,verified,VERIFIED
JNJ,200406,Johnson & Johnson,1886.0,,,https://www.jnj.com/sites/default/files/pdf/Johnson-Johnson_Factsheet_May%25202013.pdf,,verified,VERIFIED
JNPR,1043604,,1996.0,February,,https://en.wikipedia.org/wiki/Juniper_Networks,,verified,VERIFIED
JNS,1065865,,1969.0,,,https://en.wikipedia.org/wiki/Janus_Henderson,,verified,VERIFIED
JNY,874016,,1970.0,,,https://en.wikipedia.org/wiki/Nine_West_Holdings,,verified,VERIFIED
JOS,54050,Jos. A. Bank Clothiers,1905.0,,,https://en.wikipedia.org/wiki/Jos._A._Bank,,verified,VERIFIED
JOY,801898,,1884.0,December,,https://en.wikipedia.org/wiki/Joy_Global,,verified,VERIFIED
JP,53347,Jefferson-Pilot Corporation,1907.0,,,https://www.fundinguniverse.com/company-histories/jefferson-pilot-corporation-history/,,verified,VERIFIED
JPM,19617,JPMorgan Chase,1799.0,,,https://en.wikipedia.org/wiki/JPMorgan_Chase,2000.0,business_kept_holdco_separated,VERIFIED_CORRECTED
JWN,72333,"Nordstrom, Inc.",1901.0,,,https://en.wikipedia.org/wiki/Nordstrom,,verified,VERIFIED
K,55067,Kellogg Company (Kellanova),1906.0,,,https://en.wikipedia.org/wiki/Kellanova,2023.0,business_kept_holdco_separated,VERIFIED_CORRECTED
KATE,352363,Kate Spade & Company (Liz Claiborne),1976.0,,,https://en.wikipedia.org/wiki/Kate_Spade_%26_Company,,verified,VERIFIED
KBH,795266,KB HOME,1957.0,,,https://en.wikipedia.org/wiki/KB_Home,,verified,VERIFIED
KDP,1418135,Keurig Dr Pepper,1981.0,,,,2018.0,business_kept_holdco_separated,VERIFIED_CORRECTED
KEY,91576,KeyCorp,1825.0,,,,1958.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
KEYS,1601046,Keysight Technologies,1939.0,,,https://www.keysight.com/us/en/about/keysight-technologies-history.html/1000,2013.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
KG,2055116,Kestrel Group Ltd,2022.0,,,https://www.prnewswire.com/news-releases/terry-ledbetter-and-luke-ledbetter-announce-the-formation-of-kestrel-group-301614027.html,,verified,VERIFIED
KHC,1637459,Kraft Heinz,1869.0,,,https://en.wikipedia.org/wiki/H._J._Heinz_Company,2015.0,business_kept_holdco_separated,VERIFIED_CORRECTED
KIM,879101,Kimco Realty,1958.0,,,https://www.sec.gov/Archives/edgar/data/879101/000120677426000197/kim4498121-def14a.htm,,verified,VERIFIED
KKR,1404912,KKR & Co.,1976.0,,,https://www.sec.gov/file/ia-4131pdf,,verified,VERIFIED
KLAC,319201,KLA Corporation,1975.0,,,https://en.wikipedia.org/wiki/KLA_Corporation,1997.0,business_kept_holdco_separated,VERIFIED_CORRECTED
KM,56824,Kmart Corp. (S.S. Kresge),1899.0,July,,https://en.wikipedia.org/wiki/Kmart,,verified,VERIFIED
KMB,55785,Kimberly-Clark,1872.0,,,https://www.kimberly-clark.com/-/media/kimberly/pdf/Modern%20Slavery%20Disclosure%20FY%202023%202024%20sub%20%20UK%20Pub%20010724.pdf,,verified,VERIFIED
KMG,1141185,Kerr-McGee Corporation,1929.0,,,https://en.wikipedia.org/wiki/Kerr-McGee,,verified,VERIFIED
KMG_B,1141185,Kerr-McGee Corporation,1929.0,,,https://en.wikipedia.org/wiki/Kerr-McGee,,verified,VERIFIED
KMI,1506307,Kinder Morgan,1997.0,,,https://www.kindermorgan.com/About-Us/Management,,verified,VERIFIED
KMX,1170010,CARMAX INC,1993.0,September,,https://en.wikipedia.org/wiki/CarMax,,verified,VERIFIED
KO,21344,Coca-Cola Company (The),1886.0,,,,1892.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
KORS,,,1981.0,,,https://en.wikipedia.org/wiki/Capri_Holdings,,verified,VERIFIED
KR,56873,Kroger,1883.0,,,https://www.sec.gov/Archives/edgar/data/56873/000110465926037723/kr-20260131x10k.htm,,verified,VERIFIED
KRB,870517,MBNA Corporation,1982.0,,,https://en.wikipedia.org/wiki/MBNA,,verified,VERIFIED
KRFT,1545158,,1903.0,,,https://en.wikipedia.org/wiki/Kraft_Foods_Inc.,2012.0,business_kept_holdco_separated,VERIFIED_CORRECTED
KRI,205520,"Knight Ridder, Inc.",1974.0,July,,https://en.wikipedia.org/wiki/Knight_Ridder,,verified,VERIFIED
KSE,1062379,,1895.0,,,https://en.wikipedia.org/wiki/KeySpan,1998.0,business_kept_holdco_separated,VERIFIED_CORRECTED
KSS,885639,KOHLS Corp,1962.0,September,,https://en.wikipedia.org/wiki/Kohl%27s,,verified,VERIFIED
KSU,54480,,1887.0,,,https://en.wikipedia.org/wiki/Kansas_City_Southern_(company),,verified,VERIFIED
KVUE,1944048,Kenvue,1886.0,,,https://en.wikipedia.org/wiki/Kenvue,2022.0,business_kept_holdco_separated,VERIFIED_CORRECTED
