company_number,company_name,legal_birth_year,legal_birth_date_exact,legal_birth_precision,legal_birth_source_url,operating_birth_year,operating_birth_precision,operating_birth_type,operating_birth_source_url,operating_birth_context,audit_status,verification,operating_birth_date
03207774,LucasVarity,1996.0,1996-05-30,day,https://find-and-update.company-information.service.gov.uk/company/03207774,1996.0,year,merger_created_business,https://en.wikipedia.org/wiki/LucasVarity,LucasVarity was created in 1996 by the merger of Lucas Industries and Varity.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
11444019,M&G,1931.0,,month,https://en.wikipedia.org/wiki/M%26G,1931.0,year,,https://en.wikipedia.org/wiki/M%26G,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
05514581,MEPC,1946.0,,month,https://en.wikipedia.org/wiki/MEPC_plc,1946.0,year,,https://en.wikipedia.org/wiki/MEPC_plc,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
02953047,Magnet & Southerns,1918.0,,year,https://en.wikipedia.org/wiki/Magnet_Kitchens,1918.0,year,,https://en.wikipedia.org/wiki/Magnet_Kitchens,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
SC639139,Marconi,1897.0,,month,https://en.wikipedia.org/wiki/Marconi_Company,1897.0,year,,https://en.wikipedia.org/wiki/Marconi_Company,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
04256886,Marks and Spencer Group,1884.0,,year,https://en.wikipedia.org/wiki/Marks_%26_Spencer,1884.0,year,,https://en.wikipedia.org/wiki/Marks_%26_Spencer,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
08338604,Mediclinic International plc,2012.0,2012-12-20,day,https://find-and-update.company-information.service.gov.uk/company/08338604,1983.0,year,organic_business,https://en.wikipedia.org/wiki/Mediclinic_International,Mediclinic's hospital operating business was founded in South Africa in 1983.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00432989,Meggitt,1947.0,1947-04-11,day,https://find-and-update.company-information.service.gov.uk/company/00432989,1947.0,year,organic_business,https://en.wikipedia.org/wiki/Meggitt,Meggitt operating business dates to 1947.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
04763064,Melrose,2003.0,2003-05-13,day,https://find-and-update.company-information.service.gov.uk/company/04763064,2003.0,year,organic_business,https://en.wikipedia.org/wiki/Melrose_Industries,Melrose Industries was founded in 2003.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
09800044,Melrose Industries,2003.0,,year,https://en.wikipedia.org/wiki/Melrose_Industries,2003.0,year,,https://en.wikipedia.org/wiki/Melrose_Industries,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
08700412,Merlin Entertainments,2013.0,2013-09-20,day,https://find-and-update.company-information.service.gov.uk/company/08700412,1999.0,year,management_buyout_creation,https://en.wikipedia.org/wiki/Merlin_Entertainments,Merlin was formed in 1999 through a management buyout of Vardon Attractions.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
15944520,Metlen Energy & Metals,2024.0,2024-09-09,day,https://find-and-update.company-information.service.gov.uk/company/15944520,1990.0,year,organic_business,https://en.wikipedia.org/wiki/Metlen_Energy_%26_Metals,The business was founded as Mytilineos Holdings in 1990; 2024 is the UK relocation/listing vehicle.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
05134647,Micro Focus International,2004.0,2004-05-21,day,https://find-and-update.company-information.service.gov.uk/company/05134647,1976.0,year,organic_business,https://en.wikipedia.org/wiki/Micro_Focus,Micro Focus was founded in 1976.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
02366928,Midlands Electricity,1989.0,1989-04-01,day,https://find-and-update.company-information.service.gov.uk/company/02366928,1990.0,year,privatisation_created_company,https://en.wikipedia.org/wiki/Midlands_Electricity,Midlands Electricity plc was created in 1990 on privatisation of the Midlands Electricity Board (itself dating to 1948); not a startup.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
04551498,Mitchells & Butlers,1898.0,,year,https://en.wikipedia.org/wiki/Mitchells_%26_Butlers_Brewery,2003.0,day,,https://en.wikipedia.org/wiki/Mitchells_%26_Butlers_Brewery,source-read verified (WRONG_SOURCE),VERIFIED_SOURCE_READ,reliable_verified,2003-04-15
06209386,Mondi,2007.0,2007-04-11,day,https://find-and-update.company-information.service.gov.uk/company/06209386,1967.0,year,business_origin,https://en.wikipedia.org/wiki/Mondi,Mondi's paper and packaging business began in South Africa in 1967.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00358949,Morrison (Wm.),1940.0,1940-01-22,day,https://find-and-update.company-information.service.gov.uk/company/00358949,1899.0,year,organic_business,https://www.morrisons-corporate.com/globalassets/corporatesite/sustainability/morrisons_sustainability_report_22_23_final.pdf,Morrisons began when William Morrison opened a market stall in Bradford in 1899; 1940 is the later incorporated company.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
16271657,NFC,1948.0,,year,https://en.wikipedia.org/wiki/National_Freight_Corporation,1948.0,year,,https://en.wikipedia.org/wiki/National_Freight_Corporation,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
07712220,NMC Health,1975.0,,year,https://en.wikipedia.org/wiki/NMC_Health,1974.0,year,,https://en.wikipedia.org/wiki/NMC_Health,source-read verified (CORRECTED),VERIFIED_SOURCE_READ,reliable_verified,
11785532,NatWest,1968.0,,year,https://en.wikipedia.org/wiki/NatWest,1658.0,year,,https://en.wikipedia.org/wiki/NatWest,source-read verified (CORRECTED),VERIFIED_SOURCE_READ,reliable_verified,
04031152,National Grid Group plc,1990.0,,month,https://en.wikipedia.org/wiki/National_Grid_plc,1990.0,year,,https://en.wikipedia.org/wiki/National_Grid_plc,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
12818602,National Power,1990.0,,year,https://en.wikipedia.org/wiki/National_Power,1990.0,year,,https://en.wikipedia.org/wiki/National_Power,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
04412362,Next,1864.0,,year,https://en.wikipedia.org/wiki/Next_plc,1864.0,year,,https://en.wikipedia.org/wiki/Next_plc,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
03528619,North West Water,1989.0,,year,https://en.wikipedia.org/wiki/United_Utilities,1989.0,year,business_founding,https://en.wikipedia.org/wiki/United_Utilities,,PASS_DIRECT,reliable_committed,
00471864,Northern Foods,1949.0,1949-08-15,day,https://find-and-update.company-information.service.gov.uk/company/00471864,1937.0,year,organic_business,https://en.wikipedia.org/wiki/Northern_Foods,Northern Foods traces to the dairy business founded by Alec Horsley in 1937.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
16351760,Northern Rock,1965.0,,year,https://en.wikipedia.org/wiki/Northern_Rock,1850.0,year,,https://en.wikipedia.org/wiki/Northern_Rock,source-read verified (CORRECTED),VERIFIED_SOURCE_READ,reliable_verified,
02468686,Norwich Union,1797.0,,year,https://en.wikipedia.org/wiki/Norwich_Union,1797.0,year,,https://en.wikipedia.org/wiki/Norwich_Union,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
09406669,Nycomed Amersham,1940.0,,year,https://en.wikipedia.org/wiki/Amersham_plc,1946.0,year,,https://en.wikipedia.org/wiki/Amersham_plc,source-read verified (CORRECTED),VERIFIED_SOURCE_READ,reliable_verified,
07098618,Ocado Group,2009.0,2009-12-08,day,https://find-and-update.company-information.service.gov.uk/company/07098618,2000.0,year,organic_business,https://www.ocadogroup.com/about-us/our-history,Ocado was founded in 2000; pilot deliveries began in 2001.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00073975,Ocean Group (now Exel),1902.0,1902-06-06,day,https://find-and-update.company-information.service.gov.uk/company/00073975,1866.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Ocean_Group,Uses Ocean Steam Ship Company/Blue Funnel operating lineage from 1866 rather than later legal entity.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
12670975,Orange,1994.0,,year,https://en.wikipedia.org/wiki/Orange_(UK),1994.0,day,,https://en.wikipedia.org/wiki/Orange_(UK),source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,1994-03-28
RC000404,P&O,1981.0,1981-01-01,day,https://find-and-update.company-information.service.gov.uk/company/RC000404,,month,organic_business,https://www.poferries.com/en/our-heritage,P&O regards 22 Aug 1837 as its foundation/operating start.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03902746,P&O Princess Cruises,2000.0,2000-01-05,day,https://find-and-update.company-information.service.gov.uk/company/03902746,,month,demerger_created_company,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?announcementId=215383&display=text&documentDate=2000-10-23&documentNumber=220874&issuerId=1050,P&O's cruises businesses were demerged to create the newly listed P&O Princess Cruises plc on 23 October 2000.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00053723,Pearson,1897.0,1897-08-12,day,https://find-and-update.company-information.service.gov.uk/company/00053723,1844.0,year,organic_business,https://en.wikipedia.org/wiki/Pearson_plc,Pearson traces to Samuel Pearson's construction business founded in 1844.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
02366640,Pennon Group,1989.0,,year,https://en.wikipedia.org/wiki/Pennon_Group,1989.0,year,,https://en.wikipedia.org/wiki/Pennon_Group,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
05525338,Persimmon,2005.0,2005-08-02,day,https://find-and-update.company-information.service.gov.uk/company/05525338,1972.0,year,organic_business,https://en.wikipedia.org/wiki/Persimmon_plc,Persimmon was founded in 1972.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
16051356,Petrofac,1981.0,,month,https://en.wikipedia.org/wiki/Petrofac,1981.0,year,,https://en.wikipedia.org/wiki/Petrofac,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
10691596,Phoenix Group Holdings,2017.0,2017-03-27,day,https://find-and-update.company-information.service.gov.uk/company/10691596,,month,restructuring_aggregation,https://find-and-update.company-information.service.gov.uk/company/10691596,Phoenix is a restructuring/closed-book insurance aggregation group; current holdco incorporation is not a clean business birth.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00041495,Pilkington plc,1894.0,1894-06-30,day,https://find-and-update.company-information.service.gov.uk/company/00041495,1826.0,year,organic_business,https://en.wikipedia.org/wiki/Pilkington,Pilkington glass business was founded in 1826.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03224867,Polar Capital Technology Trust,1996.0,,month,https://en.wikipedia.org/wiki/Polar_Capital_Technology_Trust,1996.0,month,,https://en.wikipedia.org/wiki/Polar_Capital_Technology_Trust,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
12181667,Polly Peck,1940.0,,year,https://en.wikipedia.org/wiki/Polly_Peck,1940.0,year,,https://en.wikipedia.org/wiki/Polly_Peck,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
03586615,PowerGen Plc,1989.0,,year,https://en.wikipedia.org/wiki/E.ON_UK,1989.0,year,business_founding,https://en.wikipedia.org/wiki/E.ON_UK,,PASS_DIRECT,reliable_committed,
01397169,Prudential,1978.0,1978-11-01,day,https://find-and-update.company-information.service.gov.uk/company/01397169,,month,organic_business,https://www.prudentialplc.com/content/dam/prudential-plc/investor/results-and-reports/all-reports/2019/prudential-plc-2019-half-year-financial-report.pdf.coredownload.inline.pdf,Prudential was established in May 1848.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
11353526,Psion,1980.0,,year,https://en.wikipedia.org/wiki/Psion_(company),1980.0,year,,https://en.wikipedia.org/wiki/Psion_(company),source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
03752645,Punch Taverns,1999.0,1999-04-15,day,https://find-and-update.company-information.service.gov.uk/company/03752645,1997.0,year,acquisition_platform_creation,https://en.wikipedia.org/wiki/Punch_Pubs,Punch was established in 1997 when founders bought the Bass pub portfolio.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
09909380,RMC Group,1930.0,,year,https://en.wikipedia.org/wiki/RMC_Group,1930.0,year,,https://en.wikipedia.org/wiki/RMC_Group,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
09220362,Racal Electronics,1950.0,,year,https://en.wikipedia.org/wiki/Racal,1950.0,year,,https://en.wikipedia.org/wiki/Racal,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
17225057,Railtrack,1994.0,,month,https://en.wikipedia.org/wiki/Railtrack,1994.0,day,,https://en.wikipedia.org/wiki/Railtrack,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,1994-04-01
06270876,Reckitt,1840.0,,year,https://en.wikipedia.org/wiki/Reckitt_and_Sons,1840.0,year,,https://en.wikipedia.org/wiki/Reckitt_and_Sons,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
00137294,Redland,1914.0,1914-07-13,day,https://find-and-update.company-information.service.gov.uk/company/00137294,1919.0,year,organic_business,https://en.wikipedia.org/wiki/Redland_plc,Business traces to Redhill Tile Company established in 1919.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
06716899,Reinshaw,2008.0,2008-10-07,day,https://find-and-update.company-information.service.gov.uk/company/06716899,,year,organic_business,https://www.renishaw.com/en/our-history--32458,Dataset company name appears to be a misspelling of Renishaw; Renishaw's own history states it was established in 1973.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00218107,Rentokil,1926.0,1926-12-10,day,https://find-and-update.company-information.service.gov.uk/company/00218107,1925.0,year,organic_business,https://www.rentokil.co.uk/assets/content/files/rentokil-100-pestival-pdf-leaflet.pdf,Rentokil was founded in 1925.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
05393279,Rentokil Initial,2005.0,2005-03-15,day,https://find-and-update.company-information.service.gov.uk/company/05393279,1996.0,year,merger_created_business,https://en.wikipedia.org/wiki/Rentokil_Initial,Rentokil Initial was formed in 1996 through the Rentokil/BET combination; Rentokil lineage is older.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03477402,Reuters,1851.0,,month,https://en.wikipedia.org/wiki/Reuters,1851.0,year,,https://en.wikipedia.org/wiki/Reuters,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
00191285,Rexam,1923.0,1923-07-13,day,https://find-and-update.company-information.service.gov.uk/company/00191285,1881.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Rexam,Uses W.V. Bowater operating origin in 1881.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
06426485,Rightmove,2007.0,2007-11-14,day,https://find-and-update.company-information.service.gov.uk/company/06426485,2000.0,year,organic_business,https://en.wikipedia.org/wiki/Rightmove,Rightmove was founded in 2000.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00719885,Rio Tinto,1962.0,1962-03-30,day,https://find-and-update.company-information.service.gov.uk/company/00719885,1873.0,year,organic_business,https://en.wikipedia.org/wiki/Rio_Tinto_(corporation),Rio Tinto company was formed in 1873 to operate the Spanish mines.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
01003142,Rolls Royce,1971.0,1971-02-23,day,https://find-and-update.company-information.service.gov.uk/company/01003142,1906.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Rolls-Royce_Holdings,Uses Rolls-Royce Limited operating origin in 1906; 1971 company is a nationalisation successor.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03045251,Rothmans International,1890.0,,year,https://en.wikipedia.org/wiki/Rothmans_International,1890.0,year,,https://en.wikipedia.org/wiki/Rothmans_International,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
01455051,Rothschild (J) Holdings,1979.0,1979-10-18,day,https://find-and-update.company-information.service.gov.uk/company/01455051,1979.0,year,investment_company_origin,https://en.wikipedia.org/wiki/RIT_Capital_Partners,J. Rothschild Holdings/RIT Capital Partners traces its listed investment-company form to 1979.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
02339826,Royal & Sun Alliance,1989.0,1989-01-26,day,https://find-and-update.company-information.service.gov.uk/company/02339826,1996.0,year,merger_created_business,https://www.sec.gov/Archives/edgar/data/1126313/000102123106000355/b822558-20f.htm,Royal & SunAlliance was formed in 1996 by the merger of Royal Insurance and Sun Alliance; the 1989 CH date is a predecessor/legal vehicle.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00100097,Royal & Sun Alliance Insurance,1908.0,1908-10-31,day,https://find-and-update.company-information.service.gov.uk/company/00100097,1996.0,year,merger_created_business,https://en.wikipedia.org/wiki/RSA_Insurance_Group,Royal & Sun Alliance was created by merger in 1996.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
04366849,Royal Dutch Shell A&B,2002.0,2002-02-05,day,https://find-and-update.company-information.service.gov.uk/company/04366849,,month,merger_created_group,https://www.shell.com/who-we-are/our-history/our-company-history.html,Royal Dutch and Shell combined in 1907; the 2002/2005 plc structure was a later unification vehicle.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
01516396,Royal Insurance,1980.0,1980-09-08,day,https://find-and-update.company-information.service.gov.uk/company/01516396,,month,organic_business,https://collection.sciencemuseumgroup.org.uk/people/ap17748/royal-insurance-company-ltd,Royal Insurance was founded in Liverpool on 11 March 1845; 1980 is a later holding/legal entity.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
14240638,Royal Mail,1516.0,,year,https://en.wikipedia.org/wiki/Royal_Mail,1516.0,year,,https://en.wikipedia.org/wiki/Royal_Mail,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
03680472,SLPH,1825.0,,month,https://en.wikipedia.org/wiki/Standard_Life,1825.0,year,,https://en.wikipedia.org/wiki/Standard_Life,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
00231824,Saatchi & Saatchi,1928.0,1928-07-07,day,https://find-and-update.company-information.service.gov.uk/company/00231824,1970.0,year,organic_business,https://en.wikipedia.org/wiki/Saatchi_%26_Saatchi,Saatchi & Saatchi was founded in 1970; the 1928 CH vehicle is clearly not its business birth.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
01299733,Safeway,1977.0,1977-02-23,day,https://find-and-update.company-information.service.gov.uk/company/01299733,1962.0,year,organic_business,https://en.wikipedia.org/wiki/Safeway_%28UK%29,Safeway Food Stores was established in the UK in 1962; 1977 is the later Argyll corporate vehicle.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
02231246,Sage Group,1988.0,1988-03-16,day,https://find-and-update.company-information.service.gov.uk/company/02231246,1981.0,year,organic_business,https://www.sage.com/en-gb/company/about-sage/how-we-started/,Sage was formed in 1981 to sell accounting software.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00185647,Sainsbury's,1922.0,1922-11-10,day,https://find-and-update.company-information.service.gov.uk/company/00185647,1869.0,year,organic_business,https://en.wikipedia.org/wiki/Sainsbury%27s,Sainsbury's operating business began in 1869; 1922 is the later incorporated company.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03909886,Schroders,1804.0,,year,https://en.wikipedia.org/wiki/Schroders,1804.0,year,,https://en.wikipedia.org/wiki/Schroders,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
SC016288,Scottish & Newcastle Breweries,1931.0,1931-01-14,day,https://find-and-update.company-information.service.gov.uk/company/SC016288,1960.0,year,merger_created_business,https://www.heineken.co.uk/about/our-history/,Scottish & Newcastle Brewers was formed by merger in 1960.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
SC585480,Scottish Hydro Electricity,1943.0,,year,https://en.wikipedia.org/wiki/North_of_Scotland_Hydro-Electric_Board,1943.0,year,,https://en.wikipedia.org/wiki/North_of_Scotland_Hydro-Electric_Board,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
SC007058,Scottish Mortgage Investment,1909.0,1909-03-17,day,https://find-and-update.company-information.service.gov.uk/company/SC007058,1909.0,year,organic_business,https://www.scottishmortgage.com/en/uk/individual-investors/about-us,Scottish Mortgage launched in 1909.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
SC193794,Scottish Power,1955.0,,year,https://en.wikipedia.org/wiki/South_of_Scotland_Electricity_Board,1955.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/South_of_Scotland_Electricity_Board,The South of Scotland Electricity Board was founded in 1955 and its non-nuclear assets were later privatised into ScottishPower. The 1955 value is retained solely as explicit predecessor operating lineage; ScottishPower itself was formed in 1990.,PASS_LINEAGE_RECLASSIFIED,reliable_committed,
00120271,Sears plc,1912.0,1912-02-15,day,https://find-and-update.company-information.service.gov.uk/company/00120271,1891.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Sears_plc,Uses the operating lineage beginning with True Form footwear in 1891.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00057379,Securicor,1898.0,1898-05-16,day,https://find-and-update.company-information.service.gov.uk/company/00057379,1935.0,year,organic_business,https://en.wikipedia.org/wiki/Securicor,Founded as Nightwatch Services in 1935.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
13246881,Segro,1920.0,,year,https://en.wikipedia.org/wiki/Segro,1920.0,year,,https://en.wikipedia.org/wiki/Segro,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
05224547,Sema,,,unknown,,1988.0,year,merger_created_business,https://en.wikipedia.org/wiki/Sema_Group,Sema Group was founded in 1988 by merger of CAP Group and Sema-Metra.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
16640835,Sema Group Plc,1988.0,,year,https://en.wikipedia.org/wiki/Sema_Group,1988.0,year,,https://en.wikipedia.org/wiki/Sema_Group,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
02048608,Serco Group,1986.0,1986-08-21,day,https://find-and-update.company-information.service.gov.uk/company/02048608,1929.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Serco,Uses RCA Services operating origin in 1929.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
02366619,Severn Trent,1989.0,1989-04-01,day,https://find-and-update.company-information.service.gov.uk/company/02366619,,month,state_authority_origin,https://en.wikipedia.org/wiki/Severn_Trent,Uses creation of Severn Trent Water Authority in April 1974; plc followed in 1989 privatisation.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00054485,Shell Transport & Trading Co,1897.0,1897-10-18,day,https://find-and-update.company-information.service.gov.uk/company/00054485,1897.0,year,organic_business,https://www.shell.com/who-we-are/our-history/our-company-history.html,Shell Transport and Trading Company was established in 1897.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
02031674,Shire Pharmaceuticals,1986.0,1986-06-26,day,https://find-and-update.company-information.service.gov.uk/company/02031674,1986.0,year,organic_business,https://en.wikipedia.org/wiki/Shire_(pharmaceutical_company),Shire was founded in 1986.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
08577185,Slough Estates,1920.0,,month,https://en.wikipedia.org/wiki/Segro,1920.0,year,predecessor_continuity,https://www.segro.com/en/about/history,SEGRO's own history states The Slough Trading Company was founded in 1920 and renamed Slough Estates in 1926.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00324357,Smith & Nephew PLC,1937.0,1937-02-17,day,https://find-and-update.company-information.service.gov.uk/company/00324357,1856.0,year,organic_business,https://en.wikipedia.org/wiki/Smith_%26_Nephew,Thomas James Smith founded the medical-products business in 1856.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
01377658,Smith (DS),1978.0,1978-07-07,day,https://find-and-update.company-information.service.gov.uk/company/01377658,1940.0,year,organic_business,https://en.wikipedia.org/wiki/DS_Smith,DS Smith was founded in 1940.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
05202036,Smith (W.H.),1792.0,,year,https://en.wikipedia.org/wiki/WHSmith,1792.0,year,,https://en.wikipedia.org/wiki/WHSmith,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
17136683,Smith Industries,1851.0,,year,https://en.wikipedia.org/wiki/Smiths_Group,1851.0,year,,https://en.wikipedia.org/wiki/Smiths_Group,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
02337959,SmithKline Beecham,1989.0,1989-01-24,day,https://find-and-update.company-information.service.gov.uk/company/02337959,,month,merger_created_business,https://www.gsk.com/en-gb/company/history-and-heritage/,SmithKline Beecham was formed in 1989 by merger; predecessor pharmaceutical businesses are much older.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00137013,Smiths Group,1914.0,1914-07-15,day,https://find-and-update.company-information.service.gov.uk/company/00137013,1851.0,year,organic_business,https://en.wikipedia.org/wiki/Smiths_Group,Smiths traces to Samuel Smith's clock/watch business founded in 1851.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00391027,Smiths Industries plc,1944.0,1944-11-09,day,https://find-and-update.company-information.service.gov.uk/company/00391027,1851.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Smiths_Group,Uses Smiths operating lineage from 1851.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
SC117119,Southern Electric,1989.0,1989-04-01,day,https://find-and-update.company-information.service.gov.uk/company/SC117119,1948.0,year,nationalised_board_origin,https://en.wikipedia.org/wiki/Southern_Electric,Southern Electricity Board was created in 1948; Southern Electric plc was the 1990 privatisation successor.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
15436803,Spirax-Sarco Engineering,1888.0,,year,https://en.wikipedia.org/wiki/Spirax_Group,1888.0,year,,https://en.wikipedia.org/wiki/Spirax_Group,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
00720989,Spirent,1962.0,1962-04-09,day,https://find-and-update.company-information.service.gov.uk/company/00720989,1936.0,year,organic_business,https://en.wikipedia.org/wiki/Spirent,Spirent's predecessor Goodliffe Electric Supplies was founded in 1936.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
11775757,Sports Direct International,1982.0,,year,https://en.wikipedia.org/wiki/Sports_Direct,1982.0,year,,https://en.wikipedia.org/wiki/Sports_Direct,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
03183415,St. James's Place,1996.0,1996-04-01,day,https://find-and-update.company-information.service.gov.uk/company/03183415,1991.0,year,organic_business,https://en.wikipedia.org/wiki/St._James%27s_Place_plc,St. James's Place was founded in 1991 as J. Rothschild Assurance.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
SC100764,Stagecoach Group,1986.0,1986-09-04,day,https://find-and-update.company-information.service.gov.uk/company/SC100764,1980.0,year,organic_business,https://en.wikipedia.org/wiki/Stagecoach_Group,Stagecoach was founded in 1980.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
SC212093,Stagecoach Holdings,1980.0,,month,https://en.wikipedia.org/wiki/Stagecoach_Group,1976.0,year,,https://en.wikipedia.org/wiki/Stagecoach_Group,source-read verified (CORRECTED),VERIFIED_SOURCE_READ,reliable_verified,
